subject,session,total_volume_mm3_Association_ArcuateFasciculusR,total_volume_mm3_Association_ArcuateFasciculusL,total_volume_mm3_Association_InferiorFrontoOccipitalFasciculusL,total_volume_mm3_Association_UncinateFasciculusL,total_volume_mm3_Association_InferiorLongitudinalFasciculusR,total_volume_mm3_Association_SuperiorLongitudinalFasciculusR,total_volume_mm3_Association_MiddleLongitudinalFasciculusL,total_volume_mm3_Association_UncinateFasciculusR,total_volume_mm3_Association_VerticalOccipitalFasciculusR,total_volume_mm3_Association_InferiorLongitudinalFasciculusL,total_volume_mm3_Association_ExtremeCapsuleR,total_volume_mm3_Association_SuperiorLongitudinalFasciculusL,total_volume_mm3_Association_HippocampusAlveusL,total_volume_mm3_Association_CingulumL,total_volume_mm3_Association_ParietalAslantTractL,total_volume_mm3_Association_InferiorFrontoOccipitalFasciculusR,total_volume_mm3_Association_FrontalAslantTractR,total_volume_mm3_Association_VerticalOccipitalFasciculusL,total_volume_mm3_Association_FrontalAslantTractL,total_volume_mm3_Association_ParietalAslantTractR,total_volume_mm3_Association_ExtremeCapsuleL,total_volume_mm3_Association_CingulumR,total_volume_mm3_Association_HippocampusAlveusR,total_volume_mm3_Association_MiddleLongitudinalFasciculusR,total_volume_mm3_ProjectionBrainstem_CorticopontineTractL,total_volume_mm3_ProjectionBrainstem_NonDecussatingDentatorubrothalamicTractR,total_volume_mm3_ProjectionBasalGanglia_OpticRadiationL,total_volume_mm3_ProjectionBasalGanglia_ThalamicRadiationL,total_volume_mm3_ProjectionBasalGanglia_CorticostriatalTractL,total_volume_mm3_ProjectionBrainstem_MedialLemniscusL,total_volume_mm3_ProjectionBrainstem_DentatorubrothalamicTract-rl,total_volume_mm3_ProjectionBasalGanglia_AcousticRadiationL,total_volume_mm3_ProjectionBrainstem_ReticularTractR,total_volume_mm3_ProjectionBasalGanglia_AnsaSubthalamicaR,total_volume_mm3_ProjectionBrainstem_MedialForebrainBundleR,total_volume_mm3_ProjectionBasalGanglia_AnsaLenticularisR,total_volume_mm3_ProjectionBasalGanglia_FasciculusLenticularisL,total_volume_mm3_ProjectionBrainstem_CorticospinalTractR,total_volume_mm3_ProjectionBasalGanglia_AnsaLenticularisL,total_volume_mm3_ProjectionBasalGanglia_FasciculusSubthalamicusR,total_volume_mm3_ProjectionBrainstem_NonDecussatingDentatorubrothalamicTractL,total_volume_mm3_ProjectionBasalGanglia_OpticRadiationR,total_volume_mm3_ProjectionBrainstem_CorticopontineTractR,total_volume_mm3_ProjectionBrainstem_CorticobulbarTractR,total_volume_mm3_ProjectionBasalGanglia_AnsaSubthalamicaL,total_volume_mm3_ProjectionBrainstem_CorticobulbarTractL,total_volume_mm3_ProjectionBasalGanglia_FasciculusSubthalamicusL,total_volume_mm3_ProjectionBasalGanglia_FasciculusLenticularisR,total_volume_mm3_ProjectionBasalGanglia_FornixL,total_volume_mm3_ProjectionBasalGanglia_AcousticRadiationR,total_volume_mm3_ProjectionBrainstem_MedialLemniscusR,total_volume_mm3_ProjectionBasalGanglia_FornixR,total_volume_mm3_ProjectionBrainstem_DentatorubrothalamicTract-lr,total_volume_mm3_ProjectionBrainstem_MedialForebrainBundleL,total_volume_mm3_ProjectionBasalGanglia_ThalamicRadiationR,total_volume_mm3_ProjectionBasalGanglia_CorticostriatalTractR,total_volume_mm3_ProjectionBrainstem_CorticospinalTractL,total_volume_mm3_ProjectionBrainstem_ReticularTractL,total_volume_mm3_Commissure_CorpusCallosum,total_volume_mm3_Commissure_AnteriorCommissure,total_volume_mm3_Cerebellum_Vermis,total_volume_mm3_Cerebellum_CerebellumL,total_volume_mm3_Cerebellum_CerebellumR,total_volume_mm3_Cerebellum_MiddleCerebellarPeduncle,total_volume_mm3_Cerebellum_InferiorCerebellarPeduncleR,total_volume_mm3_Cerebellum_InferiorCerebellarPeduncleL,total_volume_mm3_Cerebellum_SuperiorCerebellarPeduncle,total_volume_mm3_CranialNerve_CNIIIL,total_volume_mm3_CranialNerve_CNVR,total_volume_mm3_CranialNerve_CNVIIR,total_volume_mm3_CranialNerve_CNVIIIL,total_volume_mm3_CranialNerve_CNIIR,total_volume_mm3_CranialNerve_CNIIIR,total_volume_mm3_CranialNerve_CNVIIIR,total_volume_mm3_CranialNerve_CNVL,total_volume_mm3_CranialNerve_CNIIL,total_volume_mm3_CranialNerve_CNVIIL,total_volume_all_bundles,mean_bundle_volume
sub-21088,ses-1,27044.8,22997.1,33026.4,16332.7,46827.0,42705.6,7795.7,15691.5,14467.6,49578.3,8188.74,40628.7,8556.6,36087.2,24133.9,31958.5,24039.9,11798.0,28070.4,25321.0,9090.89,30935.3,7938.18,13992.2,29732.2,15095.8,5868.58,30572.4,44175.2,6160.9,3787.92,3248.11,14202.3,1656.91,4360.9,4484.96,1708.5,6779.33,4642.17,3028.25,14573.8,6392.43,27697.7,94.5752,1580.14,,3609.83,1677.79,5246.47,4144.12,5914.02,5999.39,609.826,4610.85,33894.2,51513.4,5953.33,11238.5,130910.0,3601.23,11936.7,26096.6,29889.5,29976.7,8250.77,7005.94,9951.9,1064.89,3662.64,570.522,2614.94,3120.98,1503.99,5394.47,2848.93,4215.35,1401.43,1225478.4932,16124.717015789472
sub-22745,ses-1,15503.6,25849.1,35179.5,18326.1,43422.9,42746.8,14958.2,16758.2,14247.7,46921.0,9684.14,40175.4,8242.79,34914.8,26112.0,29657.9,21197.1,10788.9,25743.5,21390.0,19602.9,34791.4,6501.13,10884.1,31964.0,15280.7,7343.09,41205.3,52522.4,5048.72,2923.85,621.495,13271.2,1555.58,6065.1,4624.36,1918.53,4590.58,4540.23,2059.78,16228.9,1570.32,32774.6,,1085.16,450.768,2385.88,1623.75,4742.27,1142.89,6842.58,7096.21,3854.86,4414.94,34022.5,52229.5,4541.45,8628.46,151931.0,7182.81,13691.3,32474.3,30661.4,34258.4,11349.6,12137.0,9980.15,1370.73,2675.74,1354.15,3759.67,3873.9,2191.2,5382.81,2107.68,3679.22,1080.86,1283911.033,16893.56622368421
sub-22744,ses-1,25399.0,32620.5,16112.2,18005.5,40504.6,45361.7,11868.6,17944.1,12909.5,40259.6,10058.8,42506.0,8204.71,30606.8,23852.0,20016.2,26288.2,12622.1,26873.5,19359.1,12027.6,32381.0,6365.41,14513.0,28992.2,20046.9,9867.15,37136.1,46970.1,6641.76,3156.6,4935.72,15544.1,1698.67,7403.28,5488.44,1880.45,6763.97,5191.81,3770.11,18289.9,7811.06,29949.6,1072.88,1671.65,152.917,3199.59,2330.6,5284.55,4865.1,7772.98,5494.58,2656.7,4580.14,37647.1,44853.2,5585.47,8654.86,160913.0,1979.32,17497.0,35742.1,33665.1,37345.6,13586.3,12811.9,11643.2,1074.72,2955.17,580.962,4649.54,2666.53,868.373,4113.41,2493.35,3537.36,1800.61,1293943.502,16804.461064935065
sub-21095,ses-1,14193.7,18322.4,21547.2,14447.3,31327.1,31870.0,9374.0,12205.7,9974.62,28936.3,7545.14,30367.9,6280.66,23813.3,14896.8,20931.2,19185.9,10227.6,17950.3,17103.4,9224.16,26123.7,5279.63,11556.0,26333.1,8821.91,5430.09,29026.6,36923.7,4474.51,94.5752,2740.23,6278.2,1211.67,5101.54,3393.65,1259.57,2811.46,3117.91,2926.31,12725.9,3422.52,24557.6,1080.25,794.064,832.754,3161.52,1070.42,4567.25,1928.35,6152.92,5277.79,,3865.92,26542.5,41385.3,4019.45,5796.11,112054.0,555.169,13447.5,25932.0,26704.6,27746.8,7478.81,6678.0,9853.02,1033.57,1772.36,983.214,3254.86,2800.41,1559.26,3092.73,1607.17,2693.55,596.93,949653.6062,12495.442186842105
sub-20918,ses-1,22163.2,27172.6,32610.7,20186.9,47789.4,38276.0,6178.1,17258.1,13382.4,42612.3,13630.5,38459.6,9325.49,34188.3,24693.4,31677.8,28026.2,11353.9,20564.0,30873.9,9212.49,32283.9,7574.0,19582.0,31390.4,16080.9,10610.2,43550.7,51250.0,8366.22,4946.16,3239.51,16768.7,2430.09,6836.44,5688.64,1674.72,9528.15,4561.11,2734.08,16399.6,8232.96,42161.5,7477.59,1489.25,5320.78,3264.69,1796.93,4027.43,2824.36,8875.95,4662.44,2172.16,4314.84,44941.7,47608.2,11436.9,5757.42,162275.0,2111.98,24609.8,37687.6,43209.2,43859.0,11087.4,10841.8,12564.4,697.032,3135.11,775.64,3914.43,4245.45,1656.91,4879.22,2789.36,2501.95,1714.02,1396051.202,18130.535090909092
sub-20936,ses-1,26943.5,20493.4,22726.9,14890.1,41222.5,34975.0,12456.9,12361.1,12971.5,36216.2,10575.2,36515.3,9826.0,24400.4,21783.6,24183.0,23283.9,13807.4,21915.7,24945.1,14445.4,30361.7,6127.13,8325.08,27803.3,8369.91,6245.04,30441.6,40771.1,5640.12,971.546,3724.67,8239.1,1276.77,5625.39,4107.88,1393.45,6730.81,4330.2,2430.71,9181.17,6149.85,27553.9,359.263,1147.19,1849.74,2802.25,1513.82,4666.12,3991.81,5141.45,4967.04,680.451,4993.45,28968.9,34979.9,3745.55,3095.19,127053.0,2922.01,16312.4,26968.1,25678.4,30359.3,9225.39,8425.18,8772.16,603.685,2481.06,954.964,3854.25,3061.41,553.327,3596.93,2544.32,3159.06,1432.75,1087598.3460000001,14124.653844155846
sub-20936,ses-2,25954.2,21313.8,22239.9,14504.4,33237.1,33442.2,10816.0,11419.7,12892.9,41027.9,8777.07,33643.6,8117.5,27928.6,22723.9,27039.3,22778.5,12281.9,21917.5,22281.1,13133.1,29061.6,4400.82,7862.03,28910.5,11566.4,4083.32,30254.3,43858.4,5203.48,,3717.3,5710.13,1563.56,5829.89,4153.33,1445.04,3643.6,4392.84,2322.62,7067.35,10294.6,23856.3,132.651,1152.1,1001.02,2237.87,1542.68,5195.5,2346.57,5438.08,5353.33,397.953,3663.26,29619.9,38952.1,4074.11,3915.05,127042.0,4438.28,11519.1,29301.7,25983.6,29710.1,8882.7,9003.69,9553.33,299.079,2691.71,487.001,3068.78,3647.9,690.891,3860.39,2019.86,3413.31,937.155,1068240.33,14055.793815789475
sub-20936,ses-3,24988.1,19243.6,22987.9,13736.7,35846.5,36361.7,11896.2,11965.6,12030.1,34949.9,7200.62,35581.2,8602.05,26335.5,21772.0,22599.2,20982.8,12391.8,20012.5,23053.0,13749.6,28906.2,5968.07,7495.4,26710.8,11610.6,6181.17,31916.1,40965.2,4744.73,892.938,2894.37,10013.9,1607.78,5762.95,4052.61,1562.95,5032.14,3817.4,2773.39,10769.9,5729.17,25939.4,54.043,881.884,92.7329,2678.2,1293.35,4944.93,882.498,6803.89,5289.46,2252.0,4759.47,28579.5,30118.5,2867.35,5643.81,123196.0,4233.78,20131.6,27584.0,25123.2,28473.3,9560.7,7967.04,8215.15,975.845,2660.39,1017.61,3499.9,3423.13,1355.99,4777.28,2403.07,3474.72,1055.07,1057903.1309,13739.0017
sub-22670,ses-1,20344.7,22048.9,18666.9,16860.8,38982.8,32917.7,5505.02,11459.6,7758.24,32177.1,9430.5,35139.0,6965.41,25277.4,17814.5,29517.3,17548.0,6213.72,22048.9,21380.8,10739.2,29787.5,6581.58,6968.48,26128.6,9180.55,7409.42,29522.2,43520.0,2156.81,755.374,2372.36,7338.79,1742.89,4712.8,4898.88,1378.71,1863.26,3711.77,2641.97,3085.36,3414.54,17005.7,,1663.66,501.74,2214.53,1451.18,4316.68,1890.89,3585.26,4967.04,1551.28,4287.21,29979.7,42917.5,3195.91,5062.85,133444.0,,15776.3,24513.4,28596.1,27353.7,9587.11,7781.58,9272.06,1122.01,2139.0,283.726,3073.08,3388.13,416.377,3204.5,1616.99,3245.65,1064.28,1008437.4569999999,13445.83276
sub-21141,ses-1,11567.7,20014.3,39313.8,23307.9,47358.9,29135.3,8065.92,22527.9,16499.1,46177.9,8053.64,32221.9,10927.1,33482.1,26274.7,32777.7,25577.1,15003.1,28821.5,32424.6,8933.68,35478.0,8689.87,11938.0,47112.0,20368.7,8245.24,49480.1,53147.6,7669.19,2600.21,7126.92,20011.9,2110.13,5804.1,6235.83,1443.81,8657.32,4815.97,2623.54,18455.7,5950.87,34276.2,3422.52,1322.83,225.998,2813.92,2043.19,4508.29,6555.17,9763.36,6057.12,1726.31,5139.0,45515.9,49438.3,6999.18,12957.4,195552.0,7991.61,22029.3,35046.3,35572.6,43857.7,14627.8,12974.6,8983.42,828.455,4133.68,1683.93,5896.21,3428.66,1855.89,6168.27,2751.28,2871.65,2132.24,1447581.1229999997,18799.75484415584
sub-21141,ses-2,12773.8,18006.8,31429.7,20172.8,40163.2,27506.0,11102.8,20301.7,12775.6,37399.0,6051.59,30672.5,9137.57,33130.8,25225.8,34855.3,24018.4,10344.9,29685.0,30184.9,12463.7,35502.0,7960.29,13695.0,47614.3,15141.9,8611.88,46817.2,52974.4,8893.76,4483.73,7319.14,15359.9,1853.43,6237.05,5412.28,1745.96,10486.8,4566.63,3268.37,18732.0,5657.32,41460.8,2296.83,1201.23,2066.53,2726.1,2013.72,3939.61,5631.53,8341.05,5790.58,1158.24,4556.19,42008.6,52411.9,8064.69,10549.4,189205.0,6786.08,20929.4,36165.8,34960.9,45854.9,13516.9,12336.5,13591.8,840.123,4124.46,1024.36,3543.5,3521.39,1757.63,4143.5,2077.58,2907.88,1200.61,1392440.513,18083.643025974026
sub-20333,ses-1,17137.2,24949.4,23939.2,16424.8,46047.1,42721.0,5463.26,12285.6,10140.4,43327.1,6132.65,35546.8,8199.18,29877.8,21074.9,23674.5,22790.8,9124.67,24171.3,19512.6,6122.21,32730.4,8455.89,12938.4,39993.1,2034.6,9244.42,39387.5,45783.0,5089.87,698.874,5850.15,6475.33,2007.57,5067.76,4171.75,977.687,4571.55,3846.26,2700.31,9584.04,6690.28,30471.0,1492.32,1114.64,1472.06,2352.1,1744.11,4324.67,3741.25,4227.02,4486.8,3134.49,5731.01,40658.8,50315.3,10472.1,3856.71,154425.0,,15098.3,36671.9,37637.3,45351.3,16126.9,11726.7,9298.47,898.465,3214.33,740.635,4557.42,3326.1,1500.31,7462.23,2829.27,2762.95,903.992,1221087.1630000002,16066.93635526316
sub-20860,ses-1,33494.4,28982.4,17441.8,18554.6,38936.1,40705.4,12057.7,16583.2,12512.2,38178.3,13480.0,43552.5,7551.28,27753.5,26952.7,21047.9,23007.0,9090.89,13625.6,23054.3,11248.9,30958.7,8388.95,15377.1,31551.9,231.525,7753.33,38790.0,42832.1,3197.75,1927.12,4403.28,3762.74,1648.93,5683.11,5672.06,1913.61,1392.84,4892.12,2255.68,122.825,4330.81,27817.4,,1106.65,,2853.84,1776.05,4120.16,1340.02,890.481,5775.85,115.456,6407.78,34149.0,46565.4,2453.43,2985.26,170379.0,2274.72,17599.6,32293.2,32533.3,34400.2,12479.0,10884.8,9706.86,877.585,2065.3,848.107,3448.93,2643.19,1120.78,3956.81,1524.26,1563.56,812.487,1174665.6160000002,15662.208213333335
sub-20302,ses-1,24079.2,28494.2,31276.2,14926.3,44444.2,38578.1,9291.71,16286.6,12652.8,49056.3,11002.7,43154.6,10803.7,37328.4,27082.3,29971.8,26143.9,9941.46,21904.6,30094.6,11749.4,35091.7,8982.81,13122.0,35992.6,12843.2,11140.2,40088.9,48456.9,5061.0,746.776,4827.64,16834.4,1710.34,5492.12,5883.32,1435.82,4674.72,6010.44,2716.27,5725.49,9752.92,38812.7,1271.85,1642.17,1208.6,3556.4,2096.01,5815.15,5108.29,8328.76,6982.6,1389.15,5633.98,41223.1,57847.5,9716.69,2307.88,142375.0,864.074,21182.4,39836.4,41338.6,43081.5,12311.4,11498.9,9554.56,624.565,2990.79,856.704,4948.62,3790.38,1050.77,6763.97,1535.93,3648.52,1782.19,1347828.7389999996,17504.269337662332
sub-20302,ses-2,26831.1,29884.6,35874.7,14943.5,54154.8,43276.8,12117.9,15352.5,14579.9,53953.3,14963.2,45047.3,12099.5,33088.4,29704.0,30913.2,29808.4,13220.3,22374.4,32867.4,15251.8,35011.9,8476.15,13219.7,39787.9,10476.4,11508.1,43368.3,52926.5,4074.11,1531.63,5029.68,13416.2,1658.75,6720.37,5330.6,1114.64,6327.33,5492.12,2985.88,5394.47,9812.49,39028.9,1669.81,1503.99,,3499.28,1878.61,5168.48,5308.5,5999.39,6299.08,798.362,5271.65,43257.1,54665.1,7780.35,104.401,140689.0,,27916.9,39728.4,42910.8,42012.9,14373.6,13403.9,10448.7,425.589,2468.17,1392.84,6568.07,3825.38,1217.2,6884.96,2474.92,3981.99,1728.15,1408654.6919999998,18782.06256
sub-20303,ses-2,16835.6,26600.2,23152.5,13966.4,43574.0,47420.9,1186.49,9836.44,10324.7,48294.2,9124.06,35826.2,7583.83,27223.5,22809.8,22919.8,16293.4,8455.27,18673.7,22256.5,6389.97,23888.8,5923.85,10780.4,29705.2,4473.9,5289.46,32398.2,35521.0,3165.2,,2957.01,6052.2,953.122,5107.68,4598.57,1082.7,3907.06,3678.61,2500.72,3302.15,8867.35,30501.1,,1097.44,,1825.18,1436.44,3122.83,2702.76,3126.51,5761.11,,3625.79,34015.8,44111.4,7716.48,4115.87,135354.0,1675.95,14926.3,35655.5,41209.0,37919.1,10857.7,9693.35,9940.84,745.548,2333.06,729.581,3986.29,3064.48,1091.3,4859.57,1109.11,3454.45,1398.36,1096062.8410000002,15014.559465753428
sub-20303,ses-3,18062.6,26157.4,25784.7,11828.0,44503.8,43833.8,969.703,9762.13,9136.34,42786.1,8318.94,32080.7,6603.69,25506.5,21472.3,24094.0,16007.8,7944.94,18909.5,21019.7,8584.85,24526.9,6215.56,10976.3,33012.3,11374.2,6095.19,30245.7,38021.7,3825.38,,2248.31,4689.46,1094.98,5449.13,4701.74,1288.43,5519.76,3658.96,2922.01,8868.58,8080.66,28620.7,,1037.87,,2536.34,1636.64,3157.22,3095.19,3719.14,5040.12,,4724.46,32918.9,43198.8,6861.0,4733.06,128132.0,2596.52,15144.3,35984.7,38608.8,38057.3,9477.18,8500.1,10881.7,1067.96,2706.45,671.853,4201.84,3468.58,972.774,4055.07,2534.49,3339.0,1197.54,1089060.34,14918.634794520549
sub-23676,ses-1,31356.6,30060.8,22683.9,17217.0,35436.9,37825.2,11001.4,16843.0,11043.2,35433.2,13124.5,35855.1,8812.08,28720.2,27561.9,26230.5,25758.2,9249.95,26426.4,26033.4,15147.4,30710.5,7245.45,13356.6,27995.5,8869.81,6655.27,35554.2,41688.0,3831.53,10732.4,5880.25,12162.7,1686.39,6416.99,5510.54,1870.01,5435.62,4734.9,2135.93,7911.16,6000.62,23234.2,1685.77,1010.85,433.572,3658.34,1176.05,4785.88,3637.46,6232.14,5197.34,1023.75,4908.7,37181.6,47227.4,7012.69,8269.19,147849.0,3151.08,19116.5,34188.3,30429.3,34611.5,9229.07,9985.67,13287.8,1638.49,4656.91,450.768,4254.66,4284.14,1854.66,6588.33,4479.43,4168.07,1193.24,1230297.0499999998,15977.883766233765
sub-21050,ses-1,24612.9,31325.9,33228.5,17346.0,37557.4,47097.2,13021.3,19707.9,12792.2,39393.1,10610.2,39732.0,12914.4,41367.5,29323.2,29937.4,16621.9,12022.1,19067.4,32582.4,7274.92,39799.6,9520.17,19222.7,31473.3,12047.3,9522.62,40264.5,43625.0,6596.93,237.052,6222.31,15431.7,2519.14,6450.15,5738.38,1541.45,11469.4,4588.13,3615.35,9220.47,8486.59,35350.9,1782.19,1212.9,179.939,4886.59,1553.12,5420.88,7301.33,11336.1,6879.43,1119.55,6380.76,42660.8,52502.2,10473.3,10992.2,182941.0,9665.71,21814.9,37280.5,35414.7,44081.9,14388.3,12798.4,11400.6,1715.25,2633.37,1399.59,5037.67,5280.86,1603.48,4022.52,3343.3,5659.16,1962.74,1417604.201,18410.444168831167
sub-20328,ses-1,23442.4,24797.1,39447.1,17004.5,53147.0,33452.6,12681.7,16969.5,12936.5,51838.9,15339.0,41124.3,9160.29,34749.6,30805.7,30221.7,16656.3,11984.0,32446.7,30327.3,15953.7,36510.3,8710.75,26019.2,27248.7,17934.9,4128.15,45177.5,49509.5,5781.99,6264.69,6027.64,12910.8,2759.26,6523.85,5777.69,1449.34,5652.41,5375.44,3786.08,3137.56,6311.98,31943.1,619.652,2037.67,,6044.83,1554.96,4685.16,4692.53,7823.34,6451.38,4181.58,5178.92,37279.2,51200.8,4239.31,,138736.0,3153.53,19832.6,25338.8,22873.1,31578.9,9872.67,11386.5,16425.4,1133.67,2159.88,614.125,1848.52,3954.35,3162.74,4456.09,2024.77,3978.92,962.334,1312908.9510000001,17505.452680000002
sub-20328,ses-2,29669.0,29277.2,41015.0,22241.8,61316.1,29117.5,18664.5,24406.6,16886.0,63894.2,17629.7,41201.6,11690.5,34208.6,33756.6,33162.8,19627.4,16649.5,30841.4,35044.4,19228.9,32928.2,8304.81,25453.0,30625.2,18205.7,6559.47,43428.5,55288.4,7574.62,9977.08,5931.83,14729.2,2137.77,5518.53,6616.58,1625.59,7099.9,5670.22,3961.11,18651.6,7324.67,35840.3,1402.66,1270.62,,5694.17,2051.18,5961.31,6764.59,10536.5,6835.21,1979.94,3927.33,37942.5,50119.4,8732.86,6824.16,135310.0,9164.59,20884.5,36347.0,33737.0,41268.0,14537.0,11890.7,12425.6,1548.21,3123.44,835.824,2875.95,3927.94,3363.56,4754.56,2481.06,4202.46,888.025,1476589.429,19428.80827631579
sub-20402,ses-1,22025.0,23976.1,29134.7,21603.7,48060.8,53043.8,16213.5,19841.8,15198.4,38965.6,11842.8,44482.9,10529.8,35119.4,29006.4,24348.8,26945.3,12802.7,19935.1,31643.4,12485.8,36374.0,9927.33,13688.2,34931.4,4344.93,8301.13,37534.1,40746.0,6531.22,1844.22,5489.05,15224.2,1955.99,5777.07,5858.14,1397.75,7628.05,5202.25,2754.96,8748.83,7644.01,31315.5,,1539.0,,3250.56,1647.7,5236.03,2872.88,9070.63,6163.36,,4543.3,37361.5,44178.9,8239.71,5168.48,130476.0,7239.31,26364.4,40833.2,40967.7,43581.4,10566.6,9557.01,10515.7,1285.36,3276.36,1338.18,5516.07,4565.41,2041.35,6603.07,2054.86,3612.9,1412.49,1321503.55,17858.15608108108
sub-22797,ses-1,16434.0,24690.9,32127.9,15577.9,35685.0,37419.2,11497.0,14174.6,10820.9,40033.0,10831.3,34284.8,9815.56,35411.7,22018.2,26316.5,22553.1,9091.51,13104.2,22081.5,13319.1,34450.0,7185.88,10020.7,25077.2,13788.9,7932.65,32998.2,43711.0,6602.46,7448.11,3517.71,16370.7,1798.16,4606.55,4621.9,1501.54,6974.62,4411.26,2014.33,16091.3,7970.11,29581.8,2810.24,1560.49,400.41,2788.13,1137.36,6047.29,4785.26,7621.29,6365.41,4454.86,5536.34,34338.8,47455.9,8811.47,11858.1,148535.0,5578.1,21909.5,33993.7,31117.7,41652.4,8167.86,11114.4,10623.7,1200.61,2705.22,60.1842,4957.83,3793.45,1624.36,3872.06,3219.24,3781.78,724.668,1230566.0622000003,15981.377431168834
sub-21539,ses-1,2925.69,21078.0,37365.2,15408.4,55803.7,45472.3,5705.84,20209.0,13033.0,55200.6,16691.3,48242.6,11220.7,35190.6,27989.4,36288.0,28182.8,15940.8,25079.0,31960.9,11171.5,35468.2,10576.5,12878.2,38888.2,11531.4,15638.7,41813.3,50073.9,7026.2,1114.64,5965.0,16271.9,1852.2,6574.21,5289.46,1442.58,7613.31,5482.91,3833.37,8099.69,6606.76,33924.3,724.668,1639.71,1985.47,3671.85,2668.37,5412.28,2836.03,9494.99,5296.21,1024.36,5613.72,39259.8,56476.8,9832.76,2232.34,144243.0,1839.92,24172.0,35852.6,38952.7,44742.7,13663.7,10587.5,10403.3,757.83,2675.74,1859.57,5261.21,5000.82,1616.38,4765.61,2573.8,4426.0,1992.84,1391680.8380000002,18073.77711688312
sub-21035,ses-1,2697.85,20316.5,26791.8,15808.8,46768.1,34258.4,12220.5,13210.4,11037.1,42591.4,9590.79,39067.6,9181.78,34529.8,27678.6,28814.7,27148.6,12075.5,26794.3,26295.0,9065.71,39039.3,8948.42,14096.6,35073.9,13588.1,8898.67,40782.8,46896.4,7933.88,117.912,4653.84,19087.6,2287.62,6561.93,4951.69,1359.06,7165.61,4231.32,3122.83,13364.6,8045.04,36433.6,3636.23,1220.88,3085.98,3680.45,1540.23,3518.94,3545.34,7223.34,3765.2,,5490.28,38876.6,52706.7,9637.46,11828.0,157924.0,2575.64,23510.5,36171.3,35384.7,42034.4,8811.47,10970.1,14427.0,1831.32,4357.83,863.46,5751.9,2229.89,2693.55,7433.37,3224.16,3090.28,1329.58,1316954.0320000004,17328.342526315795
sub-21035,ses-2,8111.98,17395.7,21946.4,17835.4,41304.2,30495.6,9488.85,15471.7,9518.32,40219.7,7368.89,31639.1,8684.96,26694.2,21022.7,22421.1,19539.6,7551.28,22489.9,19402.1,11056.1,31993.5,8180.76,10394.7,31637.3,15163.4,7094.37,38014.3,43535.3,4839.92,297.237,7093.14,9546.57,2395.09,4557.42,5000.82,956.807,8425.18,3937.16,3382.6,11455.3,9047.9,28425.4,949.437,1987.31,965.405,3615.97,1264.48,3257.32,4920.98,4748.41,3579.12,289.867,5003.28,35178.3,45173.8,5181.99,4222.72,136804.0,2283.32,22988.5,38417.8,34925.9,57416.4,11435.0,8891.3,16349.2,1209.21,4877.38,2120.57,6497.44,3018.42,3189.15,9078.0,2890.69,3925.49,2178.3,1183866.413,15374.88848051948
sub-21035,ses-3,1706.65,24778.7,26495.8,14847.7,41709.5,35878.4,12503.0,11173.4,8569.5,40010.2,8879.63,41071.5,7475.13,31694.4,26377.3,26912.2,27380.8,11392.6,29178.9,27925.5,13738.0,36989.4,8036.44,12743.1,31584.4,15570.5,7663.05,38953.9,46599.8,8419.04,103.787,5010.03,17175.8,1720.16,5955.17,4948.01,1053.22,9002.46,3895.4,2937.97,15068.8,8565.82,34809.8,1395.91,1685.77,1676.56,3213.72,1407.57,3226.0,4114.02,8046.27,4160.08,924.258,4981.78,38832.4,55376.3,8797.34,9462.44,162321.0,,26090.5,32695.4,34652.6,40096.8,9903.99,9390.59,14495.2,1652.0,4256.5,1343.71,5287.62,3161.52,2278.4,7796.32,3006.14,3832.75,1219.04,1297285.365,17069.544276315788
sub-21855,ses-1,29166.6,35802.9,27628.3,18659.6,49189.6,46770.5,16986.7,20081.9,11419.0,43960.9,13337.6,45494.4,8661.0,31489.9,18915.1,30239.5,23451.0,12784.2,26118.7,24784.9,17792.4,34993.5,7900.72,16722.6,33999.2,18492.5,8409.83,35468.2,38087.4,6625.18,5822.52,3062.64,16676.0,2392.63,6519.55,5368.07,2501.33,7957.83,5220.06,3472.88,14374.2,8603.28,36744.9,1949.23,1419.86,,4262.64,2321.39,5379.74,1092.53,9566.23,6659.57,5435.62,6075.54,32741.5,40668.0,8071.44,13356.0,140060.0,1526.71,14410.4,33674.3,32617.4,40660.0,9154.15,10468.4,11756.8,1737.97,4979.33,2663.46,4180.96,4413.1,2554.15,5022.93,3837.67,4492.32,2224.97,1341584.0299999998,17652.42144736842
sub-21855,ses-2,27654.7,35540.0,25849.8,16323.4,45880.1,47718.7,17328.2,17333.1,11077.0,37960.9,13384.2,50469.4,8885.16,28981.8,20640.1,28843.0,23209.0,11953.3,30937.2,24453.8,17474.9,34956.0,8059.16,19766.8,30471.7,19475.7,6492.53,34846.7,38798.0,7870.63,7016.99,1376.87,17939.8,1930.19,8027.84,5453.43,2167.86,7569.09,4719.55,2770.93,19810.4,6954.35,33665.1,,1818.42,623.337,4678.4,2068.37,4555.58,903.992,8857.53,5813.31,2672.06,5926.92,31790.8,39199.6,6660.19,13552.5,142287.0,1755.17,13661.8,33424.4,33983.2,37214.1,9847.49,9600.0,14659.8,1165.61,4682.7,1672.26,3973.39,4303.17,2371.75,3840.74,3615.97,3954.35,1715.25,1318886.5389999999,17353.770249999998
