subject,session,total_volume_mm3_Association_ArcuateFasciculusR,total_volume_mm3_Association_ArcuateFasciculusL,total_volume_mm3_Association_InferiorFrontoOccipitalFasciculusL,total_volume_mm3_Association_UncinateFasciculusL,total_volume_mm3_Association_InferiorLongitudinalFasciculusR,total_volume_mm3_Association_SuperiorLongitudinalFasciculusR,total_volume_mm3_Association_MiddleLongitudinalFasciculusL,total_volume_mm3_Association_UncinateFasciculusR,total_volume_mm3_Association_VerticalOccipitalFasciculusR,total_volume_mm3_Association_InferiorLongitudinalFasciculusL,total_volume_mm3_Association_ExtremeCapsuleR,total_volume_mm3_Association_SuperiorLongitudinalFasciculusL,total_volume_mm3_Association_HippocampusAlveusL,total_volume_mm3_Association_CingulumL,total_volume_mm3_Association_ParietalAslantTractL,total_volume_mm3_Association_InferiorFrontoOccipitalFasciculusR,total_volume_mm3_Association_FrontalAslantTractR,total_volume_mm3_Association_VerticalOccipitalFasciculusL,total_volume_mm3_Association_FrontalAslantTractL,total_volume_mm3_Association_ParietalAslantTractR,total_volume_mm3_Association_ExtremeCapsuleL,total_volume_mm3_Association_CingulumR,total_volume_mm3_Association_HippocampusAlveusR,total_volume_mm3_Association_MiddleLongitudinalFasciculusR,total_volume_mm3_ProjectionBrainstem_CorticopontineTractL,total_volume_mm3_ProjectionBrainstem_NonDecussatingDentatorubrothalamicTractR,total_volume_mm3_ProjectionBasalGanglia_OpticRadiationL,total_volume_mm3_ProjectionBasalGanglia_ThalamicRadiationL,total_volume_mm3_ProjectionBasalGanglia_CorticostriatalTractL,total_volume_mm3_ProjectionBrainstem_MedialLemniscusL,total_volume_mm3_ProjectionBrainstem_DentatorubrothalamicTract-rl,total_volume_mm3_ProjectionBasalGanglia_AcousticRadiationL,total_volume_mm3_ProjectionBrainstem_ReticularTractR,total_volume_mm3_ProjectionBasalGanglia_AnsaSubthalamicaR,total_volume_mm3_ProjectionBrainstem_MedialForebrainBundleR,total_volume_mm3_ProjectionBasalGanglia_AnsaLenticularisR,total_volume_mm3_ProjectionBasalGanglia_FasciculusLenticularisL,total_volume_mm3_ProjectionBrainstem_CorticospinalTractR,total_volume_mm3_ProjectionBasalGanglia_AnsaLenticularisL,total_volume_mm3_ProjectionBasalGanglia_FasciculusSubthalamicusR,total_volume_mm3_ProjectionBrainstem_NonDecussatingDentatorubrothalamicTractL,total_volume_mm3_ProjectionBasalGanglia_OpticRadiationR,total_volume_mm3_ProjectionBrainstem_CorticopontineTractR,total_volume_mm3_ProjectionBrainstem_CorticobulbarTractR,total_volume_mm3_ProjectionBasalGanglia_AnsaSubthalamicaL,total_volume_mm3_ProjectionBrainstem_CorticobulbarTractL,total_volume_mm3_ProjectionBasalGanglia_FasciculusSubthalamicusL,total_volume_mm3_ProjectionBasalGanglia_FasciculusLenticularisR,total_volume_mm3_ProjectionBasalGanglia_FornixL,total_volume_mm3_ProjectionBasalGanglia_AcousticRadiationR,total_volume_mm3_ProjectionBrainstem_MedialLemniscusR,total_volume_mm3_ProjectionBasalGanglia_FornixR,total_volume_mm3_ProjectionBrainstem_DentatorubrothalamicTract-lr,total_volume_mm3_ProjectionBrainstem_MedialForebrainBundleL,total_volume_mm3_ProjectionBasalGanglia_ThalamicRadiationR,total_volume_mm3_ProjectionBasalGanglia_CorticostriatalTractR,total_volume_mm3_ProjectionBrainstem_CorticospinalTractL,total_volume_mm3_ProjectionBrainstem_ReticularTractL,total_volume_mm3_Commissure_CorpusCallosum,total_volume_mm3_Commissure_AnteriorCommissure,total_volume_mm3_Cerebellum_Vermis,total_volume_mm3_Cerebellum_CerebellumL,total_volume_mm3_Cerebellum_CerebellumR,total_volume_mm3_Cerebellum_MiddleCerebellarPeduncle,total_volume_mm3_Cerebellum_InferiorCerebellarPeduncleR,total_volume_mm3_Cerebellum_InferiorCerebellarPeduncleL,total_volume_mm3_Cerebellum_SuperiorCerebellarPeduncle,total_volume_mm3_CranialNerve_CNIIIL,total_volume_mm3_CranialNerve_CNVR,total_volume_mm3_CranialNerve_CNVIIR,total_volume_mm3_CranialNerve_CNVIIIL,total_volume_mm3_CranialNerve_CNIIR,total_volume_mm3_CranialNerve_CNIIIR,total_volume_mm3_CranialNerve_CNVIIIR,total_volume_mm3_CranialNerve_CNVL,total_volume_mm3_CranialNerve_CNIIL,total_volume_mm3_CranialNerve_CNVIIL,total_volume_all_bundles,mean_bundle_volume
sub-20626,ses-2,22106.7,27150.5,35482.3,12017.2,38372.4,49875.6,12059.6,11053.0,15169.5,39283.1,10404.5,40372.6,9081.68,29419.7,20217.0,27495.0,18141.3,12838.3,23487.8,19940.6,12869.6,31051.4,5363.15,13733.1,24507.9,11086.8,6899.08,39765.8,44594.7,4763.77,2965.61,3377.07,7715.25,1756.4,4941.25,3970.32,1164.38,2759.26,4080.25,3213.72,13137.4,5624.77,27846.3,981.372,855.476,,1163.15,1672.26,4909.93,3038.08,5938.59,5992.02,1995.91,3550.26,35281.5,50410.5,1620.06,6896.01,126957.0,1280.45,12519.6,29803.5,25112.2,28778.5,8460.8,11619.2,9031.32,1183.42,3481.47,600.0,4171.75,4354.15,1667.96,4270.63,3503.58,5255.07,779.939,1158291.317,15240.675223684211
sub-21712,ses-1,11457.7,22766.8,29401.8,14320.8,39491.9,24717.9,8560.9,15598.8,13637.9,44162.3,13376.9,28795.1,8603.89,28547.6,21405.9,27043.0,29102.8,12620.3,27639.9,23728.6,10591.8,34249.8,8191.81,16256.5,29832.4,10859.6,8672.67,33878.8,40414.3,6785.47,4084.55,3812.49,11522.2,2065.3,5674.52,5710.13,1697.44,8581.78,4667.35,3837.05,10349.8,7255.27,36509.1,689.048,1461.0,971.546,5010.03,1879.84,4825.18,2997.54,10286.6,5807.78,5188.13,4887.21,33399.2,45073.1,5030.91,9470.42,145252.0,1841.15,17945.3,39818.6,37727.5,35244.6,9771.34,9319.35,11347.2,882.498,2322.62,462.436,4780.96,4117.71,1030.5,5167.25,2470.01,3712.39,1496.62,1222168.488,15872.318025974024
sub-21712,ses-2,12724.1,24105.6,26708.3,13950.5,38299.9,22544.5,9337.16,16815.4,10331.4,37567.3,13555.6,29389.0,7886.59,27033.8,20955.2,24792.2,27770.1,10233.2,22838.1,23724.3,9393.04,33650.4,6307.06,15670.0,28664.9,14702.2,7045.24,29680.0,39934.7,6089.66,270.829,3416.99,11254.5,2004.5,6907.68,4701.13,1803.07,7193.25,4205.53,3332.24,6516.48,3606.76,30515.9,161.515,1081.47,1749.03,3828.46,1650.77,4044.63,1639.1,10290.3,4228.86,6565.0,3754.15,29394.5,45471.0,7397.75,5972.98,141929.0,1139.82,19246.7,37711.0,37665.5,35438.1,10352.3,10072.9,12428.0,210.031,1166.22,519.55,4924.67,4005.32,859.161,5199.8,2389.56,4169.91,761.515,1154846.881,14998.011441558443
sub-20855,ses-1,26895.6,27074.3,24429.3,17003.3,39144.3,42458.1,5801.64,16547.0,9792.84,39429.9,6654.04,43448.7,8199.18,31565.4,24011.1,24762.7,17776.5,8323.85,23644.4,26293.1,2510.54,26678.8,7447.49,6383.22,23802.9,8996.93,7591.2,42646.7,51396.1,2713.82,787.922,6366.02,9818.63,1043.4,5399.39,3975.23,1456.09,4733.06,4407.58,2385.26,10871.2,6982.6,27598.2,2212.69,994.883,87.8199,2188.13,1191.4,4639.1,5533.27,4586.29,6253.02,2473.08,5475.54,39881.9,52399.0,2980.96,5185.06,155242.0,4546.98,14777.1,27353.7,30501.7,27624.6,8116.89,8653.64,11298.1,1165.61,2301.74,528.762,4476.36,3970.93,1311.16,2707.06,3296.01,3711.77,1233.78,1178147.5669000002,15300.617751948055
sub-23582,ses-1,22863.9,30858.6,29193.7,19496.0,39764.6,45555.8,11252.0,17603.3,19510.8,49427.9,13412.5,44668.4,11298.1,39993.1,31352.3,24095.2,22469.0,15493.8,21746.2,28249.1,12011.1,38821.3,10870.0,16373.2,34251.6,11266.1,11036.4,49408.8,51142.5,9148.62,359.877,5914.64,16175.4,2530.81,6649.75,5838.49,2035.21,10999.6,5769.7,2916.48,13349.8,4960.29,39139.4,2234.19,1764.38,2089.87,2807.78,2287.62,5387.72,7325.9,11871.7,6528.15,,5540.64,47665.3,52462.2,8503.17,3486.39,178513.0,3698.88,25360.3,48100.1,44386.5,57998.0,13534.1,11003.9,11766.0,1529.79,3426.2,1242.99,5373.59,4284.75,1847.29,5128.56,3491.3,3588.33,1691.3,1485193.2570000002,19542.016539473687
sub-20812,ses-2,16927.7,18965.4,19905.6,11482.9,34064.3,22544.5,7997.14,9525.69,12473.5,28259.0,11081.9,25739.2,6657.12,25193.2,21154.2,23257.5,16623.1,9954.35,18089.1,19222.7,9895.4,22892.1,5302.97,12224.2,33151.7,2845.24,6735.11,37385.5,50049.3,4346.16,2654.86,3366.02,8582.4,1891.51,4830.71,4200.0,1580.14,5410.44,3768.27,3162.13,1586.28,6918.73,32568.3,1059.98,1088.23,,2838.49,1022.52,4870.01,3448.93,4321.6,5729.17,1389.76,4068.58,35358.2,42221.7,6572.37,2718.12,140506.0,4190.17,13617.6,20691.1,19457.9,25645.2,12093.3,10246.1,7516.89,866.53,2695.39,212.487,1990.38,3003.69,1944.32,2675.74,2809.62,2594.68,855.476,1014785.803,13352.44477631579
sub-20812,ses-3,20069.0,20567.7,30048.5,10908.7,36144.3,24514.6,13057.5,10984.9,15039.3,29899.9,11753.7,25101.7,7265.1,26182.0,22204.3,27719.1,15611.1,10924.7,16357.2,21546.0,12515.3,29385.3,5700.31,13270.0,36353.1,14171.5,9308.91,43970.7,52177.9,3100.72,100.102,4500.92,14673.9,2108.91,4720.17,4396.52,1446.26,8185.67,4165.0,3130.81,14417.8,7636.64,33460.0,2181.37,1459.78,81.6786,3382.6,1539.61,4244.83,3741.25,5781.37,5652.41,724.053,4088.23,40073.5,54937.2,8487.21,8023.54,144977.0,4362.74,15306.5,25018.8,25068.0,31983.0,11154.4,11224.4,10068.6,1056.91,4687.62,985.057,3813.72,3573.59,1606.55,5265.51,2367.45,2737.77,1026.82,1169478.8106,15188.0365012987
sub-20347,ses-1,17344.7,29563.4,21013.5,11888.8,31146.0,30495.6,10518.1,11923.9,7264.48,35276.6,9942.68,26885.2,5579.33,25382.4,16651.4,16534.7,18346.4,8402.46,18111.8,16547.0,11552.9,25607.2,4862.64,11145.8,25715.3,3307.06,6571.14,29234.2,37013.9,3340.23,2080.66,1825.79,6806.96,1688.84,5972.37,5243.4,1296.42,2373.59,4734.29,2266.74,4014.54,5006.35,26745.8,,1319.75,,2468.17,1422.93,3987.51,1636.03,4955.99,5193.66,4747.8,4684.55,30621.5,39412.1,1928.97,1882.29,111691.0,3389.36,12847.5,31854.1,24840.7,35361.9,8984.65,7957.22,9571.75,1027.43,2436.85,271.443,5336.75,3018.42,2053.02,4168.07,1982.4,2796.73,921.802,971996.9149999999,12959.958866666666
sub-20141,ses-1,17912.2,23724.3,20497.7,15287.4,39227.8,38950.3,12736.3,16854.0,9795.29,33724.1,12324.3,34959.7,8195.5,28161.3,24796.5,21125.9,24975.8,7528.56,23642.0,24068.8,13900.1,30383.2,7209.21,12464.3,29551.1,5401.23,8762.34,39514.6,40468.4,787.308,1336.95,4422.93,4811.06,1777.89,5581.78,5345.96,1612.08,1491.1,4338.18,2342.27,1852.2,6315.05,26610.0,,1311.77,,1493.55,1613.31,3566.22,3226.0,2916.48,5388.95,2088.03,5484.14,42382.6,41019.9,2974.82,3974.62,152681.0,2920.78,15313.8,31113.4,30871.5,29672.1,11388.3,9695.19,7323.44,1114.02,3307.06,495.599,3670.01,3872.06,1160.08,4927.12,3861.0,3311.36,1018.22,1129923.4170000001,15065.645560000003
sub-20336,ses-1,2036.44,20392.6,26677.0,11749.4,29650.0,33539.2,9315.66,10616.4,12412.1,36062.6,6457.52,35078.8,8111.36,26904.8,20276.6,23369.3,18827.8,9541.05,23909.7,21541.7,3574.82,29050.6,6082.29,14408.0,34748.4,10597.3,8719.35,44885.2,47545.6,3124.67,1220.88,3868.37,7020.06,1779.12,5350.87,3971.55,1486.18,4598.57,4595.5,2307.27,3564.38,3701.95,33601.2,1875.54,1777.28,4281.68,3047.9,1753.94,4102.35,4086.39,4114.02,5385.88,2931.83,4617.61,35928.2,57202.1,7616.38,2421.49,133451.0,104.401,13824.0,29501.3,31951.1,36639.3,7426.0,10387.9,9346.37,1254.04,3892.32,65.0973,4690.07,3203.89,2063.46,3867.15,2594.06,4024.36,434.801,1106135.3693000001,14365.394406493508
sub-20399,ses-1,18176.9,26006.4,33703.8,16886.0,45314.4,45500.5,12865.9,15433.6,8926.31,49101.8,11525.3,39085.4,9482.7,32834.8,25120.2,30499.3,17272.9,10395.9,21571.1,22098.7,16445.7,33069.4,8107.06,11815.8,31900.7,11141.5,8562.75,36961.1,36308.9,4615.76,4540.84,3728.35,5186.29,1722.01,5721.19,4209.21,1588.13,5180.14,4384.24,2299.28,9722.21,6517.09,26509.9,,798.977,765.814,3222.31,1114.64,4249.75,3781.17,4811.67,5135.93,1185.26,6321.8,35924.5,43392.8,2316.48,2825.59,138976.0,7703.58,19819.0,34136.8,32433.8,40268.8,11533.9,9733.88,8728.56,1850.97,1932.65,1244.22,4919.76,3454.45,1152.71,4373.8,2326.92,2626.61,1227.02,1216329.581,16004.336592105263
sub-20399,ses-2,22090.7,30596.3,40047.7,15667.6,54736.3,47685.0,12558.2,14820.7,10290.3,55928.4,12955.6,41438.7,10643.4,33295.4,24754.8,36945.1,15499.3,13047.7,22882.3,23850.2,14565.8,30328.6,8552.3,14260.0,25880.5,14438.7,6547.19,38108.9,35617.4,5411.67,4701.74,4316.07,9314.43,1600.41,6338.38,4615.15,1097.44,4193.25,3885.57,2301.13,11453.4,5359.47,24180.6,,1040.33,,2783.21,1411.26,4210.44,3480.25,4427.23,5637.05,97.6459,4695.6,33423.1,40860.8,3400.41,5657.32,127082.0,996.111,16738.0,27200.2,30573.0,38284.6,9406.55,8852.0,8695.4,801.433,2618.63,1778.51,3902.15,3175.03,1675.95,5442.99,1852.2,3136.95,1426.0,1221564.1499,16287.521998666667
sub-20866,ses-2,22328.4,24075.5,27164.0,15119.8,46785.3,44473.7,12907.7,17922.6,10392.8,42611.1,12429.9,42912.6,8414.13,29141.5,22568.5,31804.3,28224.6,11151.3,21779.9,24745.6,12312.6,25783.4,7625.59,17253.2,24053.4,7153.94,7580.15,36731.4,41137.8,3829.68,1462.85,5237.87,5114.43,1916.68,4301.33,5103.99,1638.49,2821.9,3870.22,4056.3,1726.31,5506.86,28403.3,534.903,1202.46,2532.04,3025.79,2108.29,3772.57,1728.76,1791.4,4435.21,,3878.81,29021.1,49922.2,3055.89,444.012,147265.0,1871.24,16647.1,33939.0,34499.7,28489.3,11411.7,11373.0,10138.6,203.89,2290.07,1075.33,5395.09,3988.74,623.951,4480.66,1815.97,3593.86,1650.77,1179781.3259999997,15523.438499999995
sub-20923,ses-1,10828.3,14040.7,27790.4,14935.5,41098.5,34235.0,10649.5,15957.4,11413.5,38938.6,10921.0,30918.1,8710.75,33346.4,25121.4,27295.4,18339.0,10303.8,28579.5,25208.0,9235.21,37058.8,8622.93,10378.7,36636.9,16616.4,7696.83,39514.0,41682.5,6964.18,3670.63,1832.55,17016.8,1771.14,7408.8,5313.41,1632.34,11209.6,5341.66,2271.03,11325.7,8538.79,37528.6,603.685,1096.83,3864.69,3259.16,1648.93,6198.36,2964.38,7933.88,7249.13,107.472,5971.14,43158.9,57840.1,7190.79,8178.92,144421.0,4957.83,18666.9,33936.5,31636.0,38288.2,10254.7,11499.5,15644.2,743.091,2308.5,133.879,3457.52,3404.71,2218.22,4325.28,1475.13,3721.6,426.817,1256684.194,16320.573948051946
sub-20923,ses-2,14165.4,17675.7,35100.3,13831.9,48585.3,33098.9,10459.8,17782.6,9594.47,43396.5,11885.2,34782.8,9987.51,35266.7,25475.1,35341.1,22244.2,10957.8,29854.5,21749.2,8328.76,39932.2,8782.6,6862.85,40729.4,14610.0,9313.82,42473.5,52379.3,6641.76,5983.42,3302.76,12701.9,1634.8,5971.75,5031.53,1745.34,9367.25,5100.92,1413.1,15439.7,10940.0,37107.9,896.622,1502.15,1532.86,2407.37,1344.93,6148.01,2637.67,8715.05,7701.13,,4877.38,45721.0,62645.7,8094.17,10970.1,154949.0,5065.3,19187.7,30715.5,32120.0,41632.1,7448.72,11244.6,12472.3,1112.79,2618.01,1811.67,3358.65,4082.09,1038.49,4052.61,1316.07,4968.27,1843.6,1333261.1520000005,17542.909894736847
sub-21131,ses-1,19365.2,28746.6,33885.0,13485.0,41687.4,47316.5,10323.4,19139.8,13456.7,42148.0,12674.3,41965.6,9369.09,34109.1,28733.1,26598.4,21603.1,14583.0,14441.8,24151.7,9149.85,37836.9,8309.73,17874.1,33983.2,8900.51,8225.59,37268.8,47038.9,6978.3,260.389,6673.08,14126.7,1699.9,6517.71,4776.05,1586.9,9154.15,4699.9,3100.72,3194.68,5544.32,34774.2,2197.34,1459.78,2145.14,2482.91,1618.22,5136.54,4387.92,8274.11,6285.57,745.548,5958.24,31919.8,46720.2,10564.8,4277.99,167312.0,1676.56,18440.3,34902.6,31785.3,37794.5,8589.77,8223.75,9099.49,1416.17,2068.99,1572.16,5255.68,4072.88,2008.8,4368.89,2167.86,3494.99,2066.53,1289948.697,16752.58048051948
sub-20448,ses-1,15431.7,27875.1,31817.2,18520.8,42062.0,44100.3,5096.62,18821.1,13056.3,40365.2,9302.15,36546.0,9660.19,27285.0,24061.4,32549.2,20270.4,12226.0,14640.7,27727.1,7214.74,33339.0,6845.04,11056.1,30383.8,8617.4,9001.23,37600.4,47005.1,4233.16,2234.8,5044.42,7170.52,1457.32,5563.36,4364.59,1730.6,4137.36,4902.56,2190.58,11045.7,5363.77,31230.7,504.811,1141.04,1498.47,2562.74,1844.83,4694.37,4290.28,4616.99,6318.12,,5382.81,33344.5,53984.7,5933.06,4647.7,150638.0,6908.91,11804.7,26073.3,28623.1,35588.5,10270.6,9563.15,7295.19,1233.16,3675.54,1526.1,4675.33,4710.95,2309.72,7797.55,2596.52,3930.4,1957.22,1205089.0709999998,15856.435144736839
sub-21193,ses-1,20664.7,33885.0,21933.5,17046.9,40382.4,40485.0,16370.1,19652.6,14434.4,41659.8,12819.9,32915.9,8806.55,35839.1,27535.5,22669.2,24615.4,12419.5,27717.9,24463.1,22088.2,34681.5,7418.63,16589.4,35206.6,10520.6,6120.98,37500.3,42460.6,6381.99,2973.59,2900.51,7595.5,1955.99,5731.63,5123.65,1835.62,10784.0,4015.15,4481.88,18290.5,7814.13,29525.3,3410.85,833.982,2863.67,3578.51,1894.58,4214.13,3141.25,8980.96,5950.26,2522.21,6152.92,37308.7,41573.8,9861.62,7631.12,140765.0,2438.08,15120.4,31916.7,27205.7,33655.9,9033.78,9681.68,10381.2,1288.43,2186.9,2137.16,3370.93,4693.14,1669.81,3388.74,3367.86,3707.47,1598.57,1265838.7120000003,16439.463792207796
sub-21193,ses-2,15713.0,32514.2,18867.1,16527.9,38350.3,41133.5,12576.1,18760.3,13281.1,40373.8,11599.6,32538.8,9000.0,33493.8,24200.8,27385.1,20695.4,11697.2,26316.5,23015.6,18590.2,33621.5,7805.53,14663.5,31338.8,14189.4,6439.1,35318.9,35861.8,7371.96,3028.25,2631.53,14295.6,1989.15,5164.18,4514.43,1992.84,8440.53,4032.96,3737.56,17935.5,6815.56,23610.0,2008.8,1113.41,1861.41,3838.9,1770.52,4680.25,3492.53,7655.68,5807.17,1834.39,5786.29,36067.6,44077.6,8224.98,14667.1,138980.0,4034.19,22706.7,29268.6,24538.0,36963.6,10881.7,9569.3,11393.2,1771.75,2485.36,920.573,3090.28,4554.97,1320.98,3374.0,2294.37,3918.73,906.449,1227288.262,15938.808597402598
sub-138950,ses-1,32221.9,27692.1,29186.3,11545.5,38608.2,28781.6,9681.68,11489.1,14205.3,50700.9,14024.8,38486.0,7032.96,25079.6,22149.6,27297.9,24373.4,16716.5,20411.7,26323.2,13531.6,24250.0,7411.88,12601.8,22506.5,21644.8,8595.91,40639.7,40992.8,5630.91,539.816,5611.87,14071.4,1231.93,5149.44,3582.19,932.242,4299.49,3181.17,1841.76,22001.0,9848.72,35849.5,,749.233,,2394.47,1219.65,4670.42,5916.48,6296.62,5045.04,3910.75,4189.56,42012.9,43555.6,1408.8,10631.7,141014.0,1792.02,13523.6,23699.1,27320.6,34083.3,7028.66,7233.78,14115.0,905.22,2292.53,156.602,2260.59,3683.52,1274.92,2776.46,2137.16,5469.4,984.442,1205706.795,16076.0906
sub-138950,ses-2,37997.8,33683.5,32371.8,9999.8,38925.1,34167.5,8232.96,12239.5,14493.4,47342.9,12923.6,38360.1,7598.57,27430.5,23102.8,35064.1,20738.4,15738.8,22612.7,26998.2,13978.7,25408.2,7454.25,9279.43,21490.1,21093.4,9171.96,31591.2,41609.4,4627.43,2371.14,6966.63,15663.9,1332.65,5360.08,3727.74,865.916,5170.32,3055.27,1765.0,20452.2,7677.79,34235.6,,217.4,,1510.13,1339.41,4351.69,6039.92,5611.26,5493.35,3160.29,3954.97,41758.7,50486.0,2871.65,5368.07,139405.0,,18691.5,25707.9,31204.9,28843.6,6470.42,6168.89,14914.0,951.894,3041.15,31.9345,2555.37,3991.81,1084.54,2290.69,3093.96,5232.35,1182.19,1221395.2744999998,16505.341547297296
sub-20902,ses-1,24472.9,27505.4,29557.2,17716.9,42311.4,43077.8,19442.6,13287.8,11352.7,38557.8,11456.5,43129.4,9834.6,29094.8,28341.9,27091.5,29201.0,11159.3,28139.2,24622.7,13228.9,31249.1,9582.19,4784.03,24752.3,1829.48,5167.86,39393.7,45467.4,5219.45,4836.85,5455.89,5565.81,1537.77,7957.22,5721.19,2187.51,7333.27,6016.58,2516.68,3710.54,8957.63,31424.8,,1812.28,,2735.31,1800.0,4644.01,3943.3,4002.87,5713.82,2008.8,6267.76,38907.9,55933.3,4570.93,7381.78,133100.0,2516.07,18121.0,36862.9,33907.7,36899.7,13435.8,12836.4,10346.2,542.887,1160.08,564.381,3481.47,3829.07,1521.19,3112.39,1812.9,4360.29,122.211,1241504.2489999998,16553.389986666665
sub-20902,ses-2,20724.9,25098.7,32194.3,17092.9,47572.6,47266.7,18192.8,14967.5,12582.2,42892.9,12935.3,45199.6,10462.8,31942.5,26809.6,25418.6,28144.1,12278.8,29211.5,26837.9,15807.0,33471.0,9823.54,6120.37,24532.5,2227.43,6023.34,39833.4,49408.2,4773.59,201.433,4418.02,2191.81,2308.5,8585.47,6262.85,1938.18,5953.33,5764.18,3288.03,15340.2,7186.49,35608.8,,1882.29,,3410.85,1569.7,4557.42,3821.7,7297.65,6548.42,,6267.76,41821.3,56979.7,3780.55,9456.91,143352.0,1952.92,21809.4,38414.1,34723.9,31429.7,12068.8,11373.0,12359.9,798.977,1979.32,24.565,3830.91,3504.2,1314.23,3041.76,1688.84,4562.95,940.225,1295457.8100000003,17506.186621621626
sub-20902,ses-3,22768.7,30219.2,30918.1,17097.9,42176.9,42908.9,18071.2,13166.8,11395.7,40780.4,10093.8,44342.3,10083.3,30440.9,26191.8,23248.3,25227.0,10539.6,25134.9,24500.5,13432.1,29016.8,8886.39,5639.51,24270.2,9533.06,4206.76,34914.2,46217.2,5409.83,3426.82,3574.21,8213.31,1892.73,8514.23,6126.51,1798.16,7885.37,5407.37,2559.67,15584.0,7564.79,29037.7,167.042,1651.38,,2315.25,1545.75,3885.57,3452.61,4571.55,5787.51,1755.17,5699.69,37119.6,56719.4,4768.68,10629.9,135354.0,1184.65,21674.3,37363.4,37118.9,37361.5,13937.0,12375.2,13550.1,1251.59,1906.24,800.819,3778.1,4441.97,1479.43,3107.47,1918.53,4192.63,859.775,1256141.8259999997,16528.181921052626
sub-20188,ses-1,19585.7,31401.4,36368.5,21463.7,45813.7,41504.4,11492.7,21412.7,15002.5,33499.9,12838.9,32318.3,10244.2,36624.0,28206.1,33789.2,14995.7,11770.3,24487.0,29763.6,15511.0,40307.5,7865.71,11287.6,40993.5,12295.4,8396.32,46010.9,53174.6,7656.3,1182.19,4903.79,18383.8,2000.21,6810.65,5735.31,2355.78,13587.5,6507.27,2394.47,17541.9,8191.81,38509.9,3778.1,1758.24,4333.27,3822.93,1685.16,5943.5,3065.1,9677.38,7119.55,1771.14,5619.86,42485.2,49203.7,11046.3,14540.6,173049.0,4265.71,13520.6,28367.0,28957.2,36670.0,12394.3,10696.2,9971.55,796.52,3521.39,1782.19,5563.97,3233.37,1572.16,6848.72,3703.17,4673.49,1950.46,1401572.9399999997,18202.24597402597
sub-20188,ses-2,20838.5,36199.6,40437.7,25369.5,47634.0,37722.0,6872.67,23762.3,17712.6,41091.7,14396.3,33354.4,10565.4,35726.7,28599.2,36001.9,16333.3,14061.6,25917.3,30025.2,12652.8,40696.8,7211.06,14567.0,32863.7,16954.1,9210.03,46976.9,56376.7,8383.42,1897.65,4589.97,21251.2,1876.15,6377.69,6192.22,2668.99,10789.6,6187.31,3614.74,18517.1,7533.47,38839.1,3095.19,2075.74,4124.46,3810.03,2048.72,6192.84,2934.9,10986.7,7341.25,4595.5,5658.55,39108.7,56821.9,11336.7,16292.1,168613.0,5719.96,17309.7,26454.7,31741.7,33926.7,11538.2,10788.3,10485.6,1085.77,3984.44,943.91,3773.8,3967.86,2390.79,4481.27,3480.25,5151.89,1572.16,1442682.8499999996,18736.140909090904
sub-20188,ses-3,24920.6,34364.6,31042.8,19548.2,44182.0,38825.0,16577.7,18137.0,15782.4,38575.0,12998.0,33568.7,9109.32,36662.0,27251.2,36289.3,19727.5,11449.7,25550.7,27836.4,13242.4,41182.0,7870.01,15068.2,36737.0,12779.9,8191.2,43297.7,51246.9,6148.01,2770.93,4028.66,16276.8,2037.05,7221.5,5638.28,1689.46,12179.3,5441.15,2309.11,14425.2,6545.96,37013.3,2738.38,1831.32,4329.58,2785.67,1759.47,6105.63,2064.07,8358.24,5754.97,275.742,6525.08,38995.7,56348.4,10947.4,14228.0,174490.0,3545.34,14120.0,28190.8,29696.0,38766.6,12026.4,9746.78,10751.5,1243.6,3407.78,1402.66,4422.93,3981.37,2011.26,4662.44,4901.33,3800.82,2061.0,1392014.402,18078.109116883115
sub-20403,ses-1,14382.8,26269.2,24316.3,18270.8,35780.2,47981.6,14323.9,13252.2,14053.0,39267.2,9509.11,38354.6,8624.77,32914.0,25042.8,21391.2,19769.3,13675.3,26936.1,26327.5,13187.7,36337.8,8107.68,11755.0,30691.5,3465.51,6394.88,34513.2,42090.9,4882.29,1142.27,4122.01,9994.27,1973.8,4758.24,5339.2,1840.53,7631.73,5518.53,3986.9,4770.52,7044.63,31898.3,501.126,1370.73,,3648.52,1924.05,5240.94,5705.84,6391.2,5318.32,,5088.03,39376.5,40378.1,5965.61,6555.78,149578.0,3940.84,20944.7,36263.5,32798.0,29619.2,8761.72,10014.5,6042.99,624.565,3062.03,52.8148,4690.07,3421.9,1724.46,5653.63,2407.37,2418.42,1987.31,1203360.0357999997,16044.80047733333
sub-23698,ses-1,21402.9,19604.1,20073.9,14024.2,37066.1,32422.7,8381.58,14395.7,8549.23,33584.7,9821.7,36063.9,6279.43,25182.8,21236.4,20231.1,17166.6,9690.28,23115.7,21293.6,11487.8,26918.9,4556.81,7827.64,19195.1,103.787,6505.43,29981.0,44340.4,1672.88,732.037,2649.95,1632.96,1195.7,3959.26,3692.73,1254.66,2371.14,3474.11,2116.27,619.038,7455.48,21611.7,1556.81,816.172,876.356,1414.33,974.616,2870.42,2739.0,1282.91,4805.53,281.269,2908.5,37292.7,45417.6,3455.07,966.633,126152.0,,16397.1,23570.1,24665.1,28771.1,8229.89,7219.65,6001.23,952.508,2204.71,849.335,3619.65,2985.88,743.705,2826.2,3289.87,2689.25,1285.36,975051.9559999999,12829.631
