participant_id,session_id,lh_euler,rh_euler,lh_holes,rh_holes,cortex_numvert_lh,cortex_pialsurfarea_lh,cortex_meanthickness_lh,cortex_numvert_rh,cortex_pialsurfarea_rh,cortex_meanthickness_rh,brainseg_brainsegvol,brainsegnotvent_brainsegvolnotvent,ventriclechoroidvol,lhcortex_lhcortexvol,rhcortex_rhcortexvol,cortex_cortexvol,lhcerebralwhitematter_lhcerebralwhitemattervol,rhcerebralwhitematter_rhcerebralwhitemattervol,cerebralwhitematter_cerebralwhitemattervol,subcortgray_subcortgrayvol,totalgray_totalgrayvol,supratentorial_supratentorialvol,supratentorialnotvent_supratentorialvolnotvent,mask_maskvol,lhsurfaceholes,rhsurfaceholes,surfaceholes,estimatedtotalintracranialvol_etiv
sub-138950,ses-1,-22.0,-16.0,12.0,9.0,145655.0,112568.0,2.53958,146773.0,111939.0,2.52613,1247331.0,1203329.0,38050.0,273343.629651,271807.830681,545151.460332,222308.0,221410.0,443718.0,61756.0,732336.460332,1094645.0,1050643.0,1593119.0,12.0,9.0,21.0,1736213.297026
sub-138950,ses-2,-24.0,-6.0,13.0,4.0,144650.0,111693.0,2.51707,146631.0,111148.0,2.48812,1241259.0,1195001.0,40161.0,268198.96262,265454.039025,533653.001644,223680.0,223437.0,447117.0,62073.0,722088.001644,1088974.0,1042716.0,1591845.0,13.0,4.0,17.0,1704076.312946
sub-19861,ses-1,-12.0,-24.0,7.0,13.0,147063.0,108473.0,2.76905,146585.0,107798.0,2.78313,1308141.0,1296168.0,8223.0,290213.314554,290492.802204,580706.116759,244657.5,246891.5,491549.0,65079.0,775489.116759,1149389.0,1137416.0,1618715.0,7.0,13.0,20.0,1637375.271235
sub-19861,ses-2,-10.0,-6.0,6.0,4.0,141342.0,104232.0,2.69903,143547.0,104683.0,2.70976,1276313.0,1264698.0,8000.0,272254.86406,275044.394588,547299.258647,242904.5,245433.5,488338.0,66791.0,746050.258647,1114047.0,1102432.0,1587604.0,6.0,4.0,10.0,1350846.022133
sub-20124,ses-1,-4.0,-10.0,3.0,6.0,121730.0,92421.3,2.65667,121126.0,91421.5,2.67579,1007598.0,999229.0,5921.0,233380.49627,233298.014711,466678.510981,175635.5,175809.5,351445.0,51607.0,624183.510981,878248.0,869879.0,1159784.0,3.0,6.0,9.0,1264088.625718
sub-20125,ses-1,-14.0,-24.0,8.0,13.0,111062.0,87387.5,2.5394,112125.0,87215.8,2.52332,938404.0,922135.0,13324.0,210363.413358,209797.180096,420160.593454,164090.5,166085.5,330176.0,45656.0,571395.593454,812622.0,796353.0,1168211.0,8.0,13.0,21.0,1217428.087442
sub-20139,ses-1,-2.0,-8.0,2.0,5.0,152621.0,112839.0,2.72444,152145.0,112573.0,2.66124,1333018.0,1316207.0,13117.0,295282.349827,287211.834681,582494.184509,260576.0,257668.0,518244.0,65904.0,769846.184509,1183434.0,1166623.0,1626717.0,2.0,5.0,7.0,1580494.205555
sub-20139,ses-2,0.0,-4.0,1.0,3.0,151965.0,111652.0,2.68705,150196.0,110888.0,2.62499,1322703.0,1305665.0,13428.0,287969.572081,279536.021283,567505.593364,262351.5,259972.5,522324.0,66238.0,755049.593364,1172913.0,1155875.0,1614151.0,1.0,3.0,4.0,1307016.477968
sub-20139,ses-3,-10.0,-2.0,6.0,2.0,152215.0,111149.0,2.66369,151816.0,111203.0,2.60436,1322583.0,1306418.0,12599.0,284839.676874,277877.73373,562717.410604,265936.0,262153.0,528089.0,65661.0,749797.410604,1172573.0,1156408.0,1614377.0,6.0,2.0,8.0,1275632.041815
sub-20141,ses-1,-10.0,-8.0,6.0,5.0,125324.0,96808.7,2.69787,126271.0,95171.2,2.72352,1112228.0,1097686.0,11702.0,247719.826655,248010.622098,495730.448752,204070.0,204824.0,408894.0,54463.0,662793.448752,973603.0,959061.0,1360695.0,6.0,5.0,11.0,1313893.524306
sub-20149,ses-1,-6.0,-2.0,4.0,2.0,136523.0,103680.0,2.82851,138870.0,103130.0,2.73965,1238958.0,1224342.0,11744.0,280573.149798,271686.861203,552260.011002,227023.5,225756.5,452780.0,61742.0,739616.011002,1081648.0,1067032.0,1510674.0,4.0,2.0,6.0,1571849.272392
sub-20149,ses-2,-24.0,-8.0,13.0,5.0,136728.0,104561.0,2.77345,137280.0,102372.0,2.71319,1247226.0,1231405.0,12719.0,277047.319423,267288.784989,544336.104412,234377.0,230952.0,465329.0,63274.0,734726.104412,1088619.0,1072798.0,1532338.0,13.0,5.0,18.0,1529823.657881
sub-20149,ses-3,-16.0,-10.0,9.0,6.0,135549.0,102222.0,2.71487,135246.0,102463.0,2.64154,1239373.0,1222584.0,13678.0,266059.093143,259252.034049,525311.127192,236504.5,232990.5,469495.0,67374.0,720830.127192,1078698.0,1061909.0,1532517.0,9.0,6.0,15.0,1498485.007349
sub-20188,ses-1,-80.0,-60.0,41.0,31.0,134019.0,109760.0,2.81308,135003.0,107995.0,2.7873,1255270.0,1246233.0,6539.0,290702.409589,284997.022032,575699.431621,239753.5,236680.5,476434.0,60162.0,745845.431621,1121011.0,1111974.0,1580324.0,41.0,31.0,72.0,1478438.347545
sub-20188,ses-2,-10.0,-2.0,6.0,2.0,149438.0,112375.0,2.79907,149247.0,111471.0,2.80551,1318056.0,1307477.0,7574.0,302230.468215,299869.921197,602100.389411,244411.0,244721.0,489132.0,65390.0,789075.389411,1167447.0,1156868.0,1614741.0,6.0,2.0,8.0,1575106.868948
sub-20188,ses-3,-8.0,-16.0,5.0,9.0,148307.0,110782.0,2.77697,150106.0,112072.0,2.75842,1318748.0,1309801.0,6516.0,296739.826231,296238.087197,592977.913427,250152.0,250121.0,500273.0,65195.0,780418.913427,1167730.0,1158783.0,1611972.0,5.0,9.0,14.0,1464212.019843
sub-20212,ses-1,-18.0,-10.0,10.0,6.0,158559.0,123827.0,2.89617,159875.0,122839.0,2.89567,1433503.0,1405832.0,22943.0,340191.080682,339752.343343,679943.424025,251979.0,250752.0,502731.0,67914.0,877423.424025,1278126.0,1250455.0,1754511.0,10.0,6.0,16.0,1792802.39155
sub-20214,ses-1,-20.0,-20.0,11.0,11.0,130508.0,103324.0,2.74763,127156.0,99939.4,2.80381,1140206.0,1127902.0,7538.0,268432.247795,265167.348465,533599.59626,198856.5,195222.5,394079.0,57163.0,711043.59626,996983.0,984679.0,1425801.0,11.0,11.0,22.0,1392686.023986
sub-20214,ses-2,-14.0,-8.0,8.0,5.0,129995.0,100994.0,2.71306,127688.0,98717.7,2.7585,1126040.0,1113603.0,7708.0,260128.584034,258542.18651,518670.770544,199120.5,195909.5,395030.0,57723.0,695013.770544,983581.0,971144.0,1410633.0,8.0,5.0,13.0,1209443.575236
sub-20214,ses-3,-10.0,-12.0,6.0,7.0,128906.0,99690.6,2.71271,127473.0,98045.6,2.73738,1115178.0,1102577.0,7988.0,256407.950081,254787.367253,511195.317334,201678.5,197923.5,399602.0,55931.0,679705.317334,978913.0,966312.0,1403067.0,6.0,7.0,13.0,1205295.839693
sub-20236,ses-1,-6.0,-8.0,4.0,5.0,156086.0,114071.0,2.77607,155816.0,112034.0,2.69255,1305913.0,1295882.0,8480.0,304956.211236,291425.399913,596381.611149,245942.0,245558.0,491500.0,65469.0,777528.611149,1163713.0,1153682.0,1536321.0,4.0,5.0,9.0,1585611.227895
sub-20238,ses-1,-6.0,-6.0,4.0,4.0,122218.0,93971.5,2.83412,123033.0,92795.0,2.81742,1117879.0,1091219.0,23841.0,255311.692837,250844.689325,506156.382162,199278.5,196566.5,395845.0,59874.0,670513.382162,988609.0,961949.0,1376164.0,4.0,4.0,8.0,1435591.217139
sub-20238,ses-2,-10.0,-4.0,6.0,3.0,123214.0,93870.4,2.77172,123068.0,92669.7,2.75864,1112054.0,1085222.0,23944.0,248736.087525,244284.329734,493020.417259,203575.0,200927.0,404502.0,58715.0,653150.417259,983068.0,956236.0,1366466.0,6.0,3.0,9.0,1436062.150584
sub-20252,ses-1,-24.0,-28.0,13.0,15.0,153251.0,113065.0,2.69386,153299.0,111971.0,2.69121,1310904.0,1291181.0,16171.0,295500.83405,292248.250051,587749.084102,247966.0,246499.0,494465.0,65470.0,767529.084102,1167587.0,1147864.0,1628751.0,13.0,15.0,28.0,1622214.569691
sub-20252,ses-2,-16.0,-10.0,9.0,6.0,150059.0,113258.0,2.65583,151669.0,111055.0,2.64114,1308042.0,1287140.0,17189.0,290280.255656,284412.930825,574693.18648,251322.0,251972.0,503294.0,66346.0,754096.18648,1164922.0,1144020.0,1627790.0,9.0,6.0,15.0,1574483.759019
sub-20253,ses-1,-10.0,-14.0,6.0,8.0,134736.0,106828.0,2.761,134896.0,105574.0,2.74756,1213116.0,1197120.0,12681.0,279220.47856,275027.583032,554248.061592,210062.5,204570.5,414633.0,57842.0,752153.061592,1042175.0,1026179.0,1503746.0,6.0,8.0,14.0,1529448.533711
sub-20253,ses-2,-4.0,-6.0,3.0,4.0,135382.0,105895.0,2.7227,134761.0,105380.0,2.69974,1209173.0,1189976.0,15571.0,273696.882568,269651.337995,543348.220563,210565.0,206545.0,417110.0,58554.0,740962.220563,1037864.0,1018667.0,1498854.0,3.0,4.0,7.0,1394790.55661
sub-20253,ses-3,-10.0,-10.0,6.0,6.0,134850.0,103805.0,2.65311,133022.0,102550.0,2.67659,1199132.0,1180108.0,15531.0,262191.354985,261711.861949,523903.216934,215664.0,213890.0,429554.0,58775.0,720441.216934,1030673.0,1011649.0,1495883.0,6.0,6.0,12.0,1355412.679504
sub-20258,ses-1,-6.0,-10.0,4.0,6.0,121956.0,94472.4,2.72251,123492.0,92708.7,2.68395,1093436.0,1079230.0,11256.0,244399.978638,238729.19267,483129.171308,203102.5,202061.5,405164.0,56455.0,646971.171308,958826.0,944620.0,1349820.0,4.0,6.0,10.0,1220793.631129
sub-20258,ses-2,-8.0,-12.0,5.0,7.0,122729.0,93255.5,2.68852,125058.0,92418.4,2.69697,1099101.0,1084827.0,11415.0,239083.394768,239856.461919,478939.856688,207599.5,206993.5,414593.0,56473.0,641430.856688,964462.0,950188.0,1354417.0,5.0,7.0,12.0,1094043.589324
sub-20259,ses-1,-40.0,-18.0,21.0,10.0,132378.0,107951.0,2.8476,132057.0,106029.0,2.81484,1187727.0,1178426.0,6043.0,287814.11789,281119.901675,568934.019565,204473.5,201932.5,406406.0,58268.0,747733.019565,1042985.0,1033684.0,1480020.0,21.0,10.0,31.0,1563335.18601
sub-20259,ses-2,-4.0,-2.0,3.0,2.0,140629.0,108266.0,2.82849,139631.0,106949.0,2.81765,1215910.0,1206995.0,5867.0,289903.960125,285326.917795,575230.87792,212507.5,209840.5,422348.0,58102.0,757422.87792,1064883.0,1055968.0,1489052.0,3.0,2.0,5.0,1568857.962402
sub-20259,ses-3,-14.0,-10.0,8.0,6.0,139228.0,106329.0,2.76026,137386.0,104030.0,2.74428,1196332.0,1185759.0,7144.0,278407.896835,272032.953734,550440.850569,214648.0,210784.0,425432.0,59392.0,734711.850569,1045749.0,1035176.0,1482800.0,8.0,6.0,14.0,1426516.115093
sub-20302,ses-1,-14.0,-4.0,8.0,3.0,147959.0,112324.0,2.93709,150047.0,116649.0,2.89975,1359915.0,1339675.0,17199.0,314794.531593,320704.923319,635499.454911,229407.0,231043.0,460450.0,66854.0,846457.454911,1183063.0,1162823.0,1645415.0,8.0,3.0,11.0,1742389.53413
sub-20302,ses-2,-36.0,-4.0,19.0,3.0,148391.0,112450.0,2.88569,150136.0,113734.0,2.8519,1380207.0,1356892.0,19988.0,311136.775327,310959.150046,622095.925373,240120.0,241799.0,481919.0,68713.0,840437.925373,1195953.0,1172638.0,1685232.0,19.0,3.0,22.0,1795292.680181
sub-20303,ses-2,-10.0,-14.0,6.0,8.0,123945.0,96578.7,2.9294,123401.0,95562.4,2.95576,1217496.0,1204890.0,8625.0,271289.752142,271935.369244,543225.121386,205000.5,205644.5,410645.0,64224.0,761472.121386,1030719.0,1018113.0,1502203.0,6.0,8.0,14.0,1567014.359285
sub-20303,ses-3,-10.0,-2.0,6.0,2.0,123186.0,94694.0,2.88205,121983.0,94226.2,2.849,1187779.0,1174934.0,8773.0,262168.067903,258288.341307,520456.409209,202581.5,202685.5,405267.0,63272.0,736626.409209,1001736.0,988891.0,1472829.0,6.0,2.0,8.0,1560114.730198
sub-20305,ses-1,-4.0,2.0,3.0,0.0,135918.0,97768.1,2.5822,137914.0,98958.1,2.57364,1241236.0,1231510.0,7491.0,243954.460836,245421.908218,489376.369054,265814.5,268184.5,533999.0,65546.0,664829.369054,1098930.0,1089204.0,1507848.0,3.0,0.0,3.0,1466290.545781
sub-20305,ses-2,-8.0,-8.0,5.0,5.0,136671.0,97066.8,2.56194,138197.0,97881.0,2.53935,1247501.0,1237469.0,7966.0,240649.5815,240675.309513,481324.891013,276165.5,278651.5,554817.0,62896.0,649140.891013,1109052.0,1099020.0,1504142.0,5.0,5.0,10.0,1447565.296876
sub-20310,ses-1,-16.0,-12.0,9.0,7.0,97500.0,79415.7,2.93623,97502.0,79083.0,2.88889,860015.0,852727.0,4817.0,218473.433567,214706.532613,433179.96618,128633.0,128254.0,256887.0,45387.0,576759.96618,742756.0,735468.0,1071793.0,9.0,7.0,16.0,1101593.523898
sub-20310,ses-2,-18.0,-8.0,10.0,5.0,99903.0,78441.1,2.87586,100395.0,79399.4,2.83711,873752.0,865710.0,5445.0,213588.845523,212899.50644,426488.351963,136159.0,135067.0,271226.0,45619.0,574309.351963,751545.0,743503.0,1095622.0,10.0,5.0,15.0,1142561.687772
sub-20310,ses-3,-12.0,-6.0,7.0,4.0,97335.0,65392.8,2.46463,98541.0,66211.9,2.42178,771168.0,763313.0,5224.0,161007.051179,159646.20564,320653.256819,136597.0,136267.0,272864.0,46576.0,469956.256819,647831.0,639976.0,1583992.0,7.0,4.0,11.0,1134292.523565
sub-20328,ses-1,-18.0,-20.0,10.0,11.0,146187.0,113400.0,2.69884,147742.0,114114.0,2.70628,1241008.0,1219909.0,18347.0,292286.407488,294928.893239,587215.300727,222153.5,221563.5,443717.0,64310.0,748931.300727,1116234.0,1095135.0,1536302.0,10.0,11.0,21.0,1415887.635629
sub-20328,ses-2,-22.0,-14.0,12.0,8.0,146260.0,112735.0,2.64593,145171.0,110967.0,2.64547,1232100.0,1210228.0,19060.0,284090.927406,281217.333808,565308.261214,222672.0,222487.0,445159.0,64271.0,737389.261214,1096258.0,1074386.0,1541920.0,12.0,8.0,20.0,1372508.288177
sub-20333,ses-1,-10.0,-16.0,6.0,9.0,133491.0,97167.2,2.7304,131893.0,96255.9,2.72706,1143317.0,1128645.0,11640.0,255941.715063,253515.511593,509457.226656,214320.5,212386.5,426707.0,56309.0,676167.226656,1007283.0,992611.0,1317973.0,6.0,9.0,15.0,1530130.62338
sub-20335,ses-1,-30.0,-14.0,16.0,8.0,112215.0,85986.8,2.87398,113664.0,87905.6,2.85812,1006308.0,997000.0,7085.0,237630.023543,241480.692462,479110.716005,172452.0,172356.0,344808.0,52190.0,630550.716005,885783.0,876475.0,1173912.0,16.0,8.0,24.0,1320435.633082
sub-20336,ses-1,-30.0,-6.0,16.0,4.0,124415.0,97057.5,2.92383,124422.0,97824.5,2.86665,1113634.0,1096692.0,13755.0,268450.818377,265737.437273,534188.25565,191160.5,188556.5,379717.0,55294.0,694912.25565,986082.0,969140.0,1358368.0,16.0,4.0,20.0,1345017.238456
sub-20347,ses-1,-16.0,-4.0,9.0,3.0,110708.0,85588.3,2.65516,109301.0,84323.9,2.68279,1007219.0,997976.0,6228.0,217037.488005,215851.44982,432888.937826,186462.0,181620.0,368082.0,55990.0,603488.937826,866342.0,857099.0,1254167.0,9.0,3.0,12.0,1231200.944257
sub-20350,ses-1,-6.0,-6.0,4.0,4.0,132760.0,87661.3,2.43409,132089.0,90042.6,2.49836,1124935.0,1110096.0,11875.0,214677.035726,223745.650964,438422.686689,221391.0,222230.0,443621.0,64238.0,638978.686689,960996.0,946157.0,1488985.0,4.0,4.0,8.0,1440977.576217
sub-20352,ses-1,-10.0,-10.0,6.0,6.0,135306.0,107027.0,2.79636,137234.0,106350.0,2.83366,1178217.0,1166178.0,8854.0,282961.713907,286065.302477,569027.016384,202538.0,205038.0,407576.0,57021.0,735365.016384,1045055.0,1033016.0,1410139.0,6.0,6.0,12.0,1478560.340464
sub-20352,ses-2,-4.0,-2.0,3.0,2.0,137311.0,108801.0,2.81672,136300.0,106455.0,2.86332,1208523.0,1196508.0,8704.0,289030.461839,289437.886578,578468.348417,207020.0,209056.0,416076.0,56961.0,754379.348417,1063770.0,1051755.0,1480413.0,3.0,2.0,5.0,1520543.004965
sub-20399,ses-1,-14.0,-24.0,8.0,13.0,121966.0,95700.4,2.87377,122360.0,95138.8,2.84123,1135981.0,1115191.0,18036.0,262586.770382,258774.005567,521360.77595,194339.5,195238.5,389578.0,59860.0,699143.77595,991934.0,971144.0,1412647.0,8.0,13.0,21.0,1486830.574171
sub-20399,ses-2,-6.0,-8.0,4.0,5.0,123714.0,95712.5,2.7163,122849.0,94423.3,2.74121,1103972.0,1080481.0,19859.0,247740.727588,247848.888361,495589.615949,191770.0,191620.0,383390.0,58069.0,668859.615949,960671.0,937180.0,1386347.0,4.0,5.0,9.0,1493060.048256
sub-20402,ses-1,-16.0,0.0,9.0,1.0,135563.0,101048.0,2.75084,138697.0,101888.0,2.7404,1222831.0,1207900.0,11605.0,267271.657923,269404.505043,536676.162966,226316.5,230203.5,456520.0,61347.0,725810.162966,1069596.0,1054665.0,1490047.0,9.0,1.0,10.0,1586251.49266
sub-20403,ses-1,-16.0,-14.0,9.0,8.0,119332.0,88983.4,2.84184,121288.0,90434.5,2.82808,1108554.0,1099859.0,6090.0,245630.50036,248061.292353,493691.792713,206588.5,207759.5,414348.0,58909.0,662857.792713,975847.0,967152.0,1365183.0,9.0,8.0,17.0,1356656.839915
sub-20410,ses-1,0.0,-12.0,1.0,7.0,116432.0,87766.5,2.80402,115187.0,87317.8,2.81527,1027062.0,1018678.0,6449.0,236021.725595,236259.599797,472281.325392,182337.0,182452.0,364789.0,56650.0,632938.325392,902505.0,894121.0,1253872.0,1.0,7.0,8.0,1056890.69478
sub-20427,ses-1,-10.0,-14.0,6.0,8.0,122502.0,98672.4,2.76959,121033.0,98547.6,2.7618,1112504.0,1083478.0,24382.0,258408.985412,257260.983988,515669.9694,185885.5,184203.5,370089.0,56639.0,688723.9694,971209.0,942183.0,1405871.0,6.0,8.0,14.0,1125525.269754
sub-20427,ses-2,-12.0,-18.0,7.0,10.0,123676.0,97609.2,2.72722,121720.0,96518.9,2.74981,1105433.0,1078005.0,23121.0,252051.411605,251852.218826,503903.630431,186942.0,184629.0,371571.0,56928.0,680345.630431,959525.0,932097.0,1391829.0,7.0,10.0,17.0,1114133.285622
sub-20448,ses-1,-8.0,-14.0,5.0,8.0,133641.0,105812.0,2.77933,131873.0,104264.0,2.77506,1206077.0,1190763.0,11561.0,279660.992469,276006.6452,555667.637669,221910.5,220875.5,442786.0,59987.0,724182.637669,1073860.0,1058546.0,1491287.0,5.0,8.0,13.0,1507506.313813
sub-20463,ses-1,2.0,-4.0,0.0,3.0,129635.0,99279.4,2.84982,131109.0,97580.7,2.85022,1194260.0,1180881.0,10440.0,269075.317406,266410.942623,535486.260029,221227.0,220449.0,441676.0,56366.0,712551.260029,1046913.0,1033534.0,1440970.0,0.0,3.0,3.0,1456978.094769
sub-20463,ses-2,0.0,0.0,1.0,1.0,129387.0,99419.7,2.85502,129441.0,99488.4,2.85948,1215757.0,1200478.0,12012.0,269566.081464,270023.214922,539589.296386,224473.5,223291.5,447765.0,58610.0,723931.296386,1061258.0,1045979.0,1475791.0,1.0,1.0,2.0,1501178.442241
sub-20494,ses-1,-8.0,-12.0,5.0,7.0,133074.0,104204.0,2.92047,136319.0,105201.0,2.91417,1205276.0,1190437.0,10130.0,291360.926683,292445.251343,583806.178026,200699.0,201398.0,402097.0,64736.0,763137.178026,1065738.0,1050899.0,1478991.0,5.0,7.0,12.0,1543564.02652
sub-20494,ses-2,-10.0,-16.0,6.0,9.0,132890.0,102552.0,2.87677,135383.0,103541.0,2.89144,1217254.0,1201990.0,10601.0,283918.536332,286839.111106,570757.647437,210303.0,210877.0,421180.0,65331.0,754238.647437,1072844.0,1057580.0,1511990.0,6.0,9.0,15.0,1578947.897045
sub-20494,ses-3,-4.0,-6.0,3.0,4.0,131450.0,102956.0,2.82279,133470.0,103027.0,2.80211,1206642.0,1189956.0,11612.0,277529.665672,275579.861115,553109.526787,211196.5,211324.5,422521.0,67063.0,739896.526787,1059636.0,1042950.0,1512176.0,3.0,4.0,7.0,1525480.935238
sub-20533,ses-1,-14.0,-4.0,8.0,3.0,148685.0,111646.0,2.83674,150053.0,111866.0,2.85028,1325393.0,1304606.0,17579.0,304233.828115,307718.62795,611952.456064,235675.5,238029.5,473705.0,66209.0,800673.456064,1172791.0,1152004.0,1637936.0,8.0,3.0,11.0,1696553.186575
sub-20533,ses-2,-8.0,-2.0,5.0,2.0,149563.0,110694.0,2.76922,151169.0,111287.0,2.777,1338644.0,1313874.0,21121.0,294715.154853,299274.998692,593990.153546,248259.0,252415.0,500674.0,67219.0,783307.153546,1186392.0,1161622.0,1664221.0,5.0,2.0,7.0,1767752.281255
sub-20572,ses-1,-10.0,-8.0,6.0,5.0,129183.0,101730.0,2.71841,131158.0,102546.0,2.68738,1176396.0,1163438.0,10300.0,263650.032495,263251.345693,526901.378188,217395.5,219659.5,437055.0,60698.0,698357.378188,1037802.0,1024844.0,1440435.0,6.0,5.0,11.0,1520358.820369
sub-20572,ses-2,-2.0,-2.0,2.0,2.0,132369.0,100674.0,2.67984,133702.0,100631.0,2.64536,1167150.0,1151892.0,12120.0,257727.527925,255217.545277,512945.073202,219608.5,218739.5,438348.0,61432.0,684509.073202,1027651.0,1012393.0,1433616.0,2.0,2.0,4.0,1388576.770963
sub-20612,ses-1,-12.0,-12.0,7.0,7.0,128874.0,97891.2,2.72709,128889.0,98563.2,2.69383,1131407.0,1104436.0,23651.0,256022.98986,254514.627142,510537.617002,200141.5,199222.5,399364.0,52637.0,678092.617002,990034.0,963063.0,1401149.0,7.0,7.0,14.0,1520835.641833
sub-20626,ses-1,-6.0,-8.0,4.0,5.0,120055.0,90076.9,2.86567,119098.0,88459.8,2.85707,1092070.0,1071353.0,17747.0,248789.688408,243663.296796,492452.985204,198352.0,194863.0,393215.0,59200.0,654747.985204,965375.0,944658.0,1352719.0,4.0,5.0,9.0,1401099.364601
sub-20626,ses-2,0.0,-6.0,1.0,4.0,118160.0,87131.6,2.82805,117215.0,86894.9,2.78595,1070834.0,1049355.0,18616.0,238615.876549,233260.398121,471876.27467,199835.0,195603.0,395438.0,58308.0,630079.27467,946974.0,925495.0,1338522.0,1.0,4.0,5.0,1218229.997812
sub-20691,ses-1,-16.0,-10.0,9.0,6.0,132230.0,96523.4,2.76555,135825.0,100255.0,2.73867,1138656.0,1126576.0,9313.0,258095.85055,264994.519391,523090.369941,211628.5,213803.5,425432.0,59387.0,678585.369941,1020055.0,1007975.0,1288189.0,9.0,6.0,15.0,1453903.66742
sub-20691,ses-2,0.0,-4.0,1.0,3.0,134663.0,101556.0,2.83892,135225.0,102862.0,2.80415,1194716.0,1182440.0,9411.0,276596.279751,277973.443603,554569.723354,219119.0,219631.0,438750.0,61235.0,719665.723354,1067336.0,1055060.0,1454357.0,1.0,3.0,4.0,1449566.965672
sub-20712,ses-1,-6.0,0.0,4.0,1.0,135720.0,102587.0,2.67698,135221.0,100581.0,2.68312,1182733.0,1171509.0,8083.0,261864.989228,259046.799477,520911.788705,222880.5,220942.5,443823.0,62784.0,698323.788705,1038662.0,1027438.0,1452791.0,4.0,1.0,5.0,1489034.369141
sub-20712,ses-2,0.0,-10.0,1.0,6.0,134831.0,99599.2,2.59769,134727.0,97020.5,2.64914,1172962.0,1161793.0,7922.0,248377.962336,248859.342417,497237.304753,231242.0,228942.0,460184.0,61848.0,671503.304753,1030280.0,1019111.0,1436593.0,1.0,6.0,7.0,1457010.829883
sub-20712,ses-3,-8.0,-6.0,5.0,4.0,133653.0,97214.6,2.59967,133123.0,96880.8,2.61025,1166669.0,1155665.0,7940.0,243970.808568,243924.682722,487895.49129,234043.5,231872.5,465916.0,61210.0,660553.49129,1025598.0,1014594.0,1441609.0,5.0,4.0,9.0,1418466.776964
sub-20721,ses-1,-10.0,-6.0,6.0,4.0,118652.0,89412.4,2.71576,118778.0,87788.6,2.70376,995237.0,984607.0,8135.0,231430.805778,227851.112616,459281.918393,179737.5,178863.5,358601.0,55148.0,607840.918393,883563.0,872933.0,1144086.0,6.0,4.0,10.0,1336455.858811
sub-20721,ses-2,-2.0,-16.0,2.0,9.0,118963.0,89960.0,2.67945,118765.0,89800.9,2.675,1011201.0,999165.0,9269.0,229808.711714,229698.62698,459507.338694,187450.0,186252.0,373702.0,53481.0,606046.338694,898913.0,886877.0,1247044.0,2.0,9.0,11.0,1335761.639553
sub-20721,ses-3,0.0,-8.0,1.0,5.0,119021.0,77826.1,2.37115,117622.0,77334.3,2.37429,923623.0,911016.0,9732.0,185047.876041,184858.919358,369906.795399,187060.5,186755.5,373816.0,53871.0,518105.795399,810273.0,797666.0,1233079.0,1.0,5.0,6.0,1326585.92234
sub-20724,ses-1,-10.0,-18.0,6.0,10.0,136826.0,90574.2,2.41874,132407.0,91916.2,2.53567,1066646.0,1050497.0,12135.0,220303.116745,231276.709711,451579.826455,197464.0,194789.0,392253.0,61816.0,631215.826455,921932.0,905783.0,1467283.0,6.0,10.0,16.0,1440625.322446
sub-20794,ses-1,-14.0,-8.0,8.0,5.0,128420.0,95842.9,2.71077,129347.0,96661.1,2.66851,1087360.0,1073845.0,9692.0,249246.649762,247707.213352,496953.863114,200274.5,199946.5,400221.0,56581.0,649373.863114,967007.0,953492.0,1338270.0,8.0,5.0,13.0,1271406.104176
sub-20812,ses-2,-34.0,-24.0,18.0,13.0,121249.0,97157.1,2.70596,127019.0,97450.8,2.68447,1096663.0,1085719.0,7550.0,247751.751474,250596.565151,498348.316625,198611.0,206469.0,405080.0,58326.0,655959.316625,972278.0,961334.0,1350211.0,18.0,13.0,31.0,1494576.850325
sub-20812,ses-3,-24.0,-32.0,13.0,17.0,132795.0,102501.0,2.58699,127924.0,98565.8,2.59624,1157456.0,1146803.0,7457.0,253179.970762,246160.405107,499340.375869,223560.5,222731.5,446292.0,59434.0,673543.375869,1015936.0,1005283.0,1428779.0,13.0,17.0,30.0,1551544.416959
sub-20818,ses-1,-4.0,-4.0,3.0,3.0,136677.0,101899.0,2.7338,136765.0,101955.0,2.70198,1170992.0,1157077.0,10991.0,268121.350135,265274.102243,533395.452378,222418.0,219693.0,442111.0,57958.0,691355.452378,1047286.0,1033371.0,1457999.0,3.0,3.0,6.0,1400283.106805
sub-20818,ses-2,-2.0,-20.0,2.0,11.0,134647.0,99073.4,2.69434,133534.0,99450.1,2.65762,1151741.0,1138063.0,10832.0,258110.081989,255252.065433,513362.147422,223758.5,221838.5,445597.0,58287.0,668107.147422,1030978.0,1017300.0,1444333.0,2.0,11.0,13.0,1355813.122651
sub-20823,ses-1,-2.0,-10.0,2.0,6.0,125929.0,96489.9,2.88663,126188.0,94512.5,2.88563,1141742.0,1127899.0,10911.0,263963.07793,260532.893297,524495.971227,209209.5,209767.5,418977.0,56754.0,684235.971227,1013933.0,1000090.0,1379796.0,2.0,6.0,8.0,1391494.712121
sub-20823,ses-2,-8.0,-14.0,5.0,8.0,126893.0,94704.8,2.8369,127768.0,93244.2,2.84589,1161261.0,1146247.0,11926.0,256040.448055,254861.458567,510901.906622,220362.5,219978.5,440341.0,59112.0,679166.906622,1025703.0,1010689.0,1408150.0,5.0,8.0,13.0,1459345.82609
