participant_id,session_id,lh_euler,rh_euler,lh_holes,rh_holes,cortex_numvert_lh,cortex_pialsurfarea_lh,cortex_meanthickness_lh,cortex_numvert_rh,cortex_pialsurfarea_rh,cortex_meanthickness_rh,brainseg_brainsegvol,brainsegnotvent_brainsegvolnotvent,ventriclechoroidvol,lhcortex_lhcortexvol,rhcortex_rhcortexvol,cortex_cortexvol,lhcerebralwhitematter_lhcerebralwhitemattervol,rhcerebralwhitematter_rhcerebralwhitemattervol,cerebralwhitematter_cerebralwhitemattervol,subcortgray_subcortgrayvol,totalgray_totalgrayvol,supratentorial_supratentorialvol,supratentorialnotvent_supratentorialvolnotvent,mask_maskvol,lhsurfaceholes,rhsurfaceholes,surfaceholes,estimatedtotalintracranialvol_etiv
sub-21623,ses-1,-2.0,-6.0,2.0,4.0,151495.0,114065.0,2.86341,152700.0,112964.0,2.85481,1355435.0,1342178.0,8988.0,311133.332325,309165.652518,620298.984844,248224.0,248460.0,496684.0,65533.0,814188.984844,1195497.0,1182240.0,1661789.0,2.0,4.0,6.0,1625947.019231
sub-21623,ses-2,-12.0,-12.0,7.0,7.0,150658.0,114667.0,2.77882,151451.0,114919.0,2.79325,1359561.0,1347332.0,8044.0,302404.076161,305894.293075,608298.369236,255181.5,257146.5,512328.0,65768.0,803481.369236,1198714.0,1186485.0,1656474.0,7.0,7.0,14.0,1332241.596252
sub-21712,ses-1,-16.0,-6.0,9.0,4.0,118958.0,90826.5,2.80252,120363.0,92966.7,2.76003,1049079.0,1041460.0,5528.0,243121.746785,244003.891413,487125.638198,176374.0,175156.0,351530.0,54819.0,664001.638198,901101.0,893482.0,1293582.0,9.0,4.0,13.0,1348132.824043
sub-21712,ses-2,-14.0,-6.0,8.0,4.0,116635.0,87281.2,2.73628,119646.0,89317.6,2.70935,998614.0,991007.0,5625.0,229107.115487,232436.901158,461544.016645,177531.5,179253.5,356785.0,53591.0,611335.016645,879315.0,871708.0,1240891.0,8.0,4.0,12.0,1020323.65956
sub-21713,ses-1,-16.0,-4.0,9.0,3.0,123773.0,96705.5,2.77756,125102.0,95834.6,2.78173,1091738.0,1083347.0,5609.0,254094.38254,253839.823703,507934.206243,186717.0,186526.0,373243.0,57651.0,685319.206243,947414.0,939023.0,1346849.0,9.0,3.0,12.0,1351824.898654
sub-21713,ses-2,-22.0,0.0,12.0,1.0,126025.0,98109.4,2.76195,128310.0,97830.8,2.75055,1113621.0,1105411.0,5657.0,257079.462187,256246.199706,513325.661893,195133.5,194799.5,389933.0,58302.0,690401.661893,969392.0,961182.0,1365355.0,12.0,1.0,13.0,1398835.897635
sub-21738,ses-1,-8.0,-12.0,5.0,7.0,138785.0,103338.0,2.64856,140838.0,104712.0,2.59992,1280869.0,1221013.0,54968.0,262343.270479,262347.923668,524691.194147,248134.5,249226.5,497361.0,60487.0,700219.194147,1141941.0,1082085.0,1582512.0,5.0,7.0,12.0,1729995.709013
sub-21797,ses-1,-10.0,-24.0,6.0,13.0,150176.0,113617.0,2.78839,149662.0,112325.0,2.78402,1328417.0,1314102.0,10301.0,304096.587852,301909.271777,606005.859629,233364.5,232475.5,465840.0,67654.0,818282.859629,1154327.0,1140012.0,1632789.0,6.0,13.0,19.0,1704299.349558
sub-21827,ses-1,-4.0,-8.0,3.0,5.0,139318.0,105651.0,2.72245,136797.0,103876.0,2.74299,1249808.0,1231247.0,14115.0,274516.227136,273528.201353,548044.42849,237275.5,233735.5,471011.0,61475.0,731883.42849,1098800.0,1080239.0,1552215.0,3.0,5.0,8.0,1617787.655719
sub-21855,ses-1,-24.0,-4.0,13.0,3.0,143871.0,111805.0,2.79318,147070.0,112980.0,2.73706,1254830.0,1246840.0,5403.0,296967.547501,294096.519837,591064.067338,221760.5,220017.5,441778.0,65277.0,775428.067338,1106278.0,1098288.0,1546647.0,13.0,3.0,16.0,1558583.792997
sub-21855,ses-2,-6.0,-6.0,4.0,4.0,139121.0,108668.0,2.71971,144076.0,110630.0,2.66475,1220375.0,1211205.0,6251.0,281469.717456,280022.038601,561491.756057,221315.5,219050.5,440366.0,64731.0,741724.756057,1075444.0,1066274.0,1512851.0,4.0,4.0,8.0,1506595.5757
sub-21856,ses-1,-2.0,-8.0,2.0,5.0,148444.0,115556.0,2.80219,150374.0,116835.0,2.77423,1329638.0,1313627.0,11881.0,309072.639413,308330.019068,617402.658481,236468.5,234345.5,470814.0,65009.0,815423.658481,1168824.0,1152813.0,1633491.0,2.0,5.0,7.0,1752788.511414
sub-22045,ses-1,-34.0,-26.0,18.0,14.0,137333.0,108519.0,2.80412,140574.0,111831.0,2.78407,1232904.0,1211565.0,17583.0,288099.883295,294059.471147,582159.354442,210603.0,213659.0,424262.0,57652.0,763265.354442,1085835.0,1064496.0,1550126.0,18.0,14.0,32.0,1598763.242581
sub-22045,ses-2,-12.0,-2.0,7.0,2.0,143247.0,112684.0,2.84466,142870.0,114173.0,2.83983,1246142.0,1223297.0,19009.0,302943.75728,305318.848332,608262.605612,204522.5,205415.5,409938.0,59262.0,788780.605612,1099983.0,1077138.0,1560127.0,7.0,2.0,9.0,1635197.693503
sub-22064,ses-1,-14.0,-4.0,8.0,3.0,103294.0,83159.3,2.77965,106208.0,82959.2,2.7616,965702.0,954253.0,8023.0,220678.716232,219457.008194,440135.724426,156948.0,156298.0,313246.0,50893.0,614056.724426,815298.0,803849.0,1209544.0,8.0,3.0,11.0,1034872.061949
sub-22064,ses-2,-16.0,-8.0,9.0,5.0,101911.0,81109.3,2.74347,105837.0,82233.2,2.72297,955022.0,943286.0,8310.0,213933.464241,215052.378555,428985.842796,158432.5,157368.5,315801.0,50182.0,600809.842796,806506.0,794770.0,1199480.0,9.0,5.0,14.0,1030097.321323
sub-22169,ses-1,-8.0,-12.0,5.0,7.0,104159.0,79326.7,2.65633,106717.0,81592.4,2.64784,893768.0,884304.0,7561.0,201194.486306,206605.11514,407799.601446,158653.0,161453.0,320106.0,49821.0,545048.601446,787001.0,777537.0,1122172.0,5.0,7.0,12.0,1128758.701377
sub-22473,ses-1,-6.0,-8.0,4.0,5.0,141338.0,103567.0,2.7916,140282.0,101393.0,2.7691,1289129.0,1267729.0,17488.0,278783.186758,272456.155982,551239.342739,248911.5,247575.5,496487.0,63384.0,741377.342739,1133125.0,1111725.0,1581867.0,4.0,5.0,9.0,1713071.56395
sub-22473,ses-2,-8.0,-10.0,5.0,6.0,140391.0,101430.0,2.76642,138372.0,101136.0,2.74765,1282823.0,1261476.0,17505.0,272226.411593,268185.271925,540411.683518,250955.0,249227.0,500182.0,64197.0,731437.683518,1126465.0,1105118.0,1573433.0,5.0,6.0,11.0,1696492.776256
sub-22510,ses-1,-2.0,-2.0,2.0,2.0,111605.0,82922.7,2.71629,109917.0,80408.5,2.73697,998174.0,989315.0,6334.0,215515.010835,213065.144979,428580.155815,188643.0,186185.0,374828.0,54388.0,586275.155815,866808.0,857949.0,1236332.0,2.0,2.0,4.0,1159775.643994
sub-22510,ses-2,-8.0,-8.0,5.0,5.0,110482.0,82528.6,2.66802,108549.0,79629.3,2.71951,989800.0,981367.0,5995.0,210379.133806,209054.020528,419433.154334,188261.5,186265.5,374527.0,54519.0,578198.154334,857216.0,848783.0,1223177.0,5.0,5.0,10.0,1177066.46264
sub-22520,ses-1,-4.0,-6.0,3.0,4.0,102799.0,78658.7,2.68579,105380.0,80297.5,2.68733,951831.0,939108.0,9447.0,202432.947801,205620.744997,408053.692799,177497.0,177966.0,355463.0,50141.0,559995.692799,826590.0,813867.0,1182056.0,3.0,4.0,7.0,1217936.918525
sub-22617,ses-1,-6.0,-8.0,4.0,5.0,137945.0,106195.0,2.76895,136164.0,103710.0,2.77786,1218857.0,1206321.0,9485.0,281272.354701,276064.361116,557336.715818,222470.5,219540.5,442011.0,60346.0,737012.715818,1072314.0,1059778.0,1499504.0,4.0,5.0,9.0,1510740.783143
sub-22617,ses-2,-10.0,0.0,6.0,1.0,138074.0,105245.0,2.73987,136437.0,103369.0,2.75896,1220274.0,1207137.0,9972.0,276357.101461,273343.963654,549701.065115,225280.0,221936.0,447216.0,61141.0,732685.065115,1071244.0,1058107.0,1501835.0,6.0,1.0,7.0,1536793.762475
sub-22618,ses-1,-6.0,0.0,4.0,1.0,143809.0,110044.0,2.8572,141369.0,108515.0,2.86197,1287352.0,1272511.0,12335.0,300626.825726,296777.652942,597404.478668,232197.5,231214.5,463412.0,60128.0,780498.478668,1136181.0,1121340.0,1557277.0,4.0,1.0,5.0,1554728.663941
sub-22618,ses-2,-4.0,-4.0,3.0,3.0,142902.0,107293.0,2.83646,140533.0,105896.0,2.83765,1281427.0,1266126.0,12632.0,293463.819007,289237.595938,582701.414944,236049.0,233265.0,469314.0,60307.0,766746.414944,1128033.0,1112732.0,1560413.0,3.0,3.0,6.0,1555023.510714
sub-22653,ses-1,-14.0,-8.0,8.0,5.0,129569.0,102825.0,2.83554,129791.0,102877.0,2.80641,1155903.0,1138397.0,14454.0,276074.558578,273201.811251,549276.369829,193468.0,190145.0,383613.0,58362.0,729384.369829,1008874.0,991368.0,1416737.0,8.0,5.0,13.0,1467493.106677
sub-22653,ses-2,-14.0,-18.0,8.0,10.0,133624.0,102250.0,2.75581,133201.0,101697.0,2.74433,1138232.0,1121900.0,13486.0,267665.525132,265298.817396,532964.342528,195310.5,194426.5,389737.0,59479.0,705708.342528,998372.0,982040.0,1287898.0,8.0,10.0,18.0,1487508.886374
sub-22654,ses-1,-8.0,-24.0,5.0,13.0,126073.0,97180.1,2.66019,122546.0,95191.6,2.66788,1069791.0,1059558.0,7994.0,245546.943116,241084.224625,486631.167741,193257.0,190188.0,383445.0,57928.0,650908.167741,937920.0,927687.0,1321194.0,5.0,13.0,18.0,1119679.848243
sub-22654,ses-2,-6.0,-4.0,4.0,3.0,129158.0,97777.5,2.62732,126874.0,95488.8,2.66474,1067654.0,1057881.0,7626.0,244699.459981,242772.954416,487472.414398,197268.0,194335.0,391603.0,55650.0,642571.414398,944731.0,934958.0,1306077.0,4.0,3.0,7.0,1115183.326141
sub-22670,ses-1,-4.0,-10.0,3.0,6.0,113494.0,85202.0,2.73593,112232.0,82882.9,2.73691,1027367.0,1015325.0,9450.0,223054.352304,218821.843938,441876.196242,196829.5,196484.5,393314.0,57590.0,599250.196242,904504.0,892462.0,1264236.0,3.0,6.0,9.0,1246182.585
sub-22744,ses-1,-12.0,-4.0,7.0,3.0,125658.0,95229.3,2.69614,126939.0,92341.4,2.71603,1099373.0,1090734.0,5800.0,244017.526884,241265.592612,485283.119496,208648.5,208547.5,417196.0,57600.0,646492.119496,968907.0,960268.0,1284532.0,7.0,3.0,10.0,1363628.310113
sub-22745,ses-1,-12.0,-20.0,7.0,11.0,134164.0,101870.0,2.95262,134681.0,103189.0,2.90182,1213145.0,1203471.0,6878.0,287934.95946,286749.748853,574684.708313,218313.5,218130.5,436444.0,60664.0,740652.708313,1081686.0,1072012.0,1470290.0,7.0,11.0,18.0,1414495.053733
sub-22797,ses-1,-8.0,-2.0,5.0,2.0,129180.0,98363.1,2.86072,129966.0,99348.5,2.84528,1167269.0,1157564.0,6925.0,268704.869028,269623.159273,538328.0283,215862.5,216210.5,432073.0,61464.0,698825.0283,1041751.0,1032046.0,1417902.0,5.0,2.0,7.0,1418382.812693
sub-22798,ses-1,-32.0,-18.0,17.0,10.0,113875.0,94287.3,2.92444,115783.0,94293.5,2.89297,1074574.0,1065464.0,7198.0,257834.416207,256172.815052,514007.23126,182749.5,185677.5,368427.0,53840.0,672962.23126,945520.0,936410.0,1335918.0,17.0,10.0,27.0,1329326.638918
sub-22870,ses-1,-14.0,-16.0,8.0,9.0,115269.0,77494.9,2.58248,115954.0,81683.8,2.64928,1003188.0,993471.0,6486.0,202058.227511,215276.552085,417334.779596,192192.5,190463.5,382656.0,56495.0,590367.779596,866048.0,856331.0,1371589.0,8.0,9.0,17.0,1444473.733116
sub-23113,ses-1,-14.0,-20.0,8.0,11.0,111283.0,90113.9,2.7482,112309.0,91672.2,2.7177,952085.0,940968.0,8097.0,233630.58526,233376.898674,467007.483934,149125.5,149997.5,299123.0,48677.0,619639.483934,825776.0,814659.0,1193912.0,8.0,11.0,19.0,1229752.550928
sub-23303,ses-1,-2.0,-4.0,2.0,3.0,109288.0,82048.6,2.76173,110198.0,83032.7,2.74497,1051627.0,1031756.0,15906.0,216763.8548,217334.950959,434098.805758,205843.5,204607.5,410451.0,58512.0,598218.805758,922722.0,902851.0,1283679.0,2.0,3.0,5.0,1027304.427718
sub-23582,ses-1,-12.0,-22.0,7.0,12.0,145095.0,105406.0,2.85194,146980.0,106164.0,2.82118,1287700.0,1277255.0,7365.0,290425.887756,289760.232782,580186.120538,248996.0,247270.0,496266.0,59626.0,755723.120538,1146274.0,1135829.0,1570457.0,7.0,12.0,19.0,1468279.859781
sub-23676,ses-1,-10.0,-6.0,6.0,4.0,129434.0,95400.4,2.62463,126747.0,92662.4,2.6609,1123821.0,1109260.0,12349.0,239678.234498,237161.60173,476839.836228,220065.5,217362.5,437428.0,55959.0,644606.836228,984401.0,969840.0,1372216.0,6.0,4.0,10.0,1278390.633352
sub-23698,ses-1,0.0,-8.0,1.0,5.0,115946.0,86032.0,2.70711,116233.0,85564.1,2.70084,1028470.0,1018825.0,7338.0,223245.160323,223076.968686,446322.129009,192812.5,194268.5,387081.0,57069.0,608084.129009,900058.0,890413.0,1270993.0,1.0,5.0,6.0,959533.951782
