sub,ses,acq,run,mean_fd,rmsd,coreg_dice,coreg_correlation,coreg_overlap,qei_cbf,qei_cbf_score,qei_cbf_scrub,qei_cbf_basil,qei_cbf_basil_gm,mean_gm_cbf,mean_wm_cbf,ratio_gm_wm_cbf,percentage_negative_cbf,percentage_negative_cbf_score,percentage_negative_cbf_scrub,percentage_negative_cbf_basil,percentage_negative_cbf_basil_gm,norm_dice,norm_correlation,norm_overlap
19861.0,1.0,n/a,1.0,0.1103877673749999,0.0553438531645569,0.8054884414615958,0.7641080331074139,0.9840749243832222,0.8378021235399254,0.8366480089050918,0.8648643029284195,0.8224515743256832,0.7079325929113058,55.42641998973782,42.95124458088341,1.2904496838353974,0.009291953168556,0.018583906337112,0.0,0.0,0.0,0.80024097524925,0.752400372191867,0.968766960651289
19861.0,2.0,n/a,1.0,0.27608069375,0.1491374632911392,0.7836280307957588,0.7399492933018399,0.9762936720310555,0.8662958104236045,0.8660209879775824,0.8798189902771876,0.8357777701807103,0.7042152442378996,50.38546601536162,45.75580559687978,1.101181923432194,0.0,0.0,0.0,0.0,0.0,0.77509886553422,0.7192859633064398,0.9494911804613296
20139.0,2.0,n/a,1.0,0.424921136,0.218589293670886,0.7402786501456061,0.6828897777667865,0.951977089987884,0.7945191895650136,0.8051084570460949,0.8651082702361444,0.8235596000605808,0.713334938566001,57.25121271123329,49.84198022971989,1.1486544564915864,0.0289296046287367,0.0289296046287367,0.0,0.0,0.0,0.7430139712172421,0.6786451106417085,0.9372879918588872
20139.0,3.0,VARIANTEffectiveEchoSpacingRepetitionTimeTotalReadoutTime,1.0,0.59679350125,0.3260820164556962,0.7563115648495539,0.7036856126031175,0.9506613557793476,0.8437930142971125,0.8380018628328023,0.8628197434732108,0.8306629252118134,0.7227424259495661,56.901868832623386,46.8182376117048,1.2153782742645918,0.1260239445494644,0.1470279353077084,0.0,0.0,0.0,0.7491134177897291,0.681845703350363,0.9077679782903664
20141.0,1.0,n/a,1.0,0.4159493435,0.2332270075949367,0.8427766402725181,0.8174406693631147,0.9952923050586322,0.8721220413017828,0.8722201400857944,0.8912812221135339,0.8534954044962944,0.7553188966974742,76.4845689552715,54.919345379112535,1.3926708052926076,0.0,0.0,0.0,0.0,0.0,0.8377821041806619,0.799791591750249,0.9862109905020352
20149.0,1.0,n/a,1.0,0.2031028152,0.1155472620253165,0.6223819028609447,0.5434540641114946,0.9118770958434064,0.6516608556303838,0.6554918834056055,0.6987044030429312,0.6453039885290722,0.5438349524764021,56.146279242167566,47.92787086684544,1.1714745142373368,0.5901389682086428,0.5711022272986864,0.266514372739387,0.0,0.0,0.6578436529405871,0.5662161711625223,0.8909006105834464
20149.0,2.0,VARIANTEffectiveEchoSpacingRepetitionTimeTotalReadoutTime,1.0,0.1684436551749999,0.0973788012658227,0.805829997804462,0.7638918094129289,0.9415874018234204,0.8221492907013632,0.8228474579186542,0.8546967915719157,0.8169421530871439,0.764361133845481,22.162184071748552,14.630894214364826,1.514752533033107,0.0704579768495218,0.0905888273779567,0.0301962757926522,0.0,0.0,0.8058591741697431,0.7531441341802881,0.920496947082768
20149.0,3.0,VARIANTEffectiveEchoSpacingRepetitionTimeTotalReadoutTime,1.0,0.319047026625,0.1669078658227848,0.768350687749068,0.7253039674455951,0.9628674989931536,0.7314718507227346,0.7322840105817632,0.7725404688025368,0.7054330380009647,0.5640233555933923,59.30880917801292,41.63764923099767,1.424403401089698,0.1341981659583985,0.1341981659583985,0.1118318049653321,0.0,0.0,0.7745380724151377,0.7170794370516133,0.9391027815468114
20188.0,1.0,VARIANTEffectiveEchoSpacingRepetitionTimeTotalReadoutTime,1.0,0.5286134357875,0.3145500481012658,0.8488795743994841,0.8189961437318413,0.9978775015160704,0.8194976820482245,0.8224858812864589,0.8488674711736522,0.7973005940174782,0.7054304869557356,57.85897820952397,42.5621733114898,1.3593990557316007,0.0,0.0,0.0,0.0,0.0,0.8475435430564285,0.8099394240450867,0.9748134328358208
20188.0,2.0,n/a,1.0,0.1812184114749999,0.1034301316455696,0.8309484297210132,0.7929021755968921,0.9739430416911332,0.8170884549250783,0.8173312174143225,0.8645226239459358,0.8237528776105837,0.7201387564331911,55.03077063674948,38.45290229680519,1.4311213809554668,0.0693120776295269,0.060648067925836,0.0173280194073817,0.0,0.0,0.8262768367281431,0.7818342674356648,0.9550585142469472
20188.0,3.0,n/a,1.0,0.44499055725,0.2399736329113923,0.805275154672745,0.757330920566401,0.9224514155693984,0.7843909743710329,0.7858455323044004,0.8181752219767198,0.7694627969863801,0.6617986896211326,51.897705070322125,37.99655833251231,1.3658527863539445,0.0838847982104576,0.0932053313449529,0.0279615994034858,0.0,0.0,0.7901307121394515,0.7306192500301754,0.8836287313432836
20212.0,1.0,VARIANTEffectiveEchoSpacingRepetitionTimeTotalReadoutTime,1.0,0.4482024263125,0.2522187569620254,0.8521557782109987,0.80975275001059,0.9443011689051144,0.78196159863215,0.783876189950699,0.81090181110973,0.755031147997738,0.6202431019223442,88.81916588968484,61.00374523509105,1.455962507669014,0.0230627306273062,0.0230627306273062,0.0076875768757687,0.0,0.0,0.8531867148943516,0.8121550771348679,0.9221463704206242
20214.0,1.0,n/a,1.0,2.1608602527500005,1.2732323974683544,0.8485308123743341,0.8218118280443267,0.9921224119442382,0.2274202873085505,0.2226299302378761,0.3852286813036759,0.6261277785983363,0.5367140363391923,34.12454667957641,27.438840397727628,1.24365848501391,17.211092470147044,17.220961215829465,12.434619559853942,0.0,0.0,0.859526194088104,0.8262439829413333,0.9898108887381276
20214.0,2.0,VARIANTEffectiveEchoSpacingRepetitionTimeTotalReadoutTime,1.0,0.3446005299999999,0.1924825265822785,0.8312273554806496,0.800906929154599,0.9737319988175176,0.0566377039759758,0.0555726646590823,0.0937803018355172,0.4493113925495438,0.3753545758907592,12.484122116187564,19.6056926573168,0.6367600642524873,21.965257429886982,22.09083298451235,19.589786521557137,0.0,0.0,0.8426884111505576,0.8034590888426274,0.9697294776119404
20214.0,3.0,n/a,1.0,0.27360836125,0.138671293670886,0.8327055340042353,0.7985860818311846,0.9382971534758004,0.7779686688514823,0.7773492982632598,0.8075153039096539,0.752705902774002,0.6436763455533174,53.20187070705427,46.7688901584338,1.1375482832033896,0.1158260503316837,0.1263556912709276,0.0315889228177319,0.0,0.0,0.8322834209374886,0.7861274258224902,0.923503222523745
20236.0,1.0,n/a,1.0,0.7373384970750001,0.3939232151898734,0.862253156361282,0.8294044941064828,0.9713004157246008,0.4783746877925914,0.4784775807175226,0.5629064482910322,0.4719006591175018,0.4948479070631156,62.29574146099534,50.88828323525205,1.2241666941878864,0.336322869955157,0.2802690582959641,0.1121076233183856,0.0,0.0,0.8572489573613148,0.8195163106958178,0.9543546472184532
20238.0,1.0,VARIANTEffectiveEchoSpacingRepetitionTimeTotalReadoutTime,1.0,0.422138425,0.2223491746835443,0.8477619740919102,0.8199458812919991,0.9715495850089844,0.5169887557890579,0.5173255950576742,0.569070867424632,0.7641588816698034,0.7196074268888676,32.02277184378261,31.682517662737386,1.0107394931383689,7.255069980005713,7.245548890793106,6.455298486146815,0.0,0.0,0.8415883276594869,0.8002644125639914,0.9533582089552238
20238.0,2.0,n/a,1.0,0.45917126625,0.2784418481012658,0.8778720123361604,0.8562912055972746,0.986783377388742,0.8345288025363475,0.8434275408056015,0.8722435410778896,0.8209590376559973,0.7248942783336344,75.68781627819816,52.10222322536208,1.452679206236927,0.0,0.0,0.0,0.0,0.0,0.8853623783974776,0.8560383655435642,0.9774762550881954
20252.0,1.0,n/a,1.0,0.8852053997499999,0.531782993670886,0.8737278313195624,0.8459722350519807,0.9982223189667684,0.8496231243418152,0.841559538301378,0.8934825107987487,0.8524852388244306,0.7682607024020636,67.70768799614693,50.284310949935424,1.3464972814991687,0.2241733607322996,0.2708761442181954,0.0,0.0,0.0,0.874444744582508,0.843956545748094,0.9882886702849388
20252.0,2.0,VARIANTEffectiveEchoSpacingRepetitionTimeTotalReadoutTime,1.0,1.2318721117499998,0.6673549215189872,0.8350024216101364,0.7996732543246071,0.9859794118732244,0.8499431526824163,0.8497034466622437,0.883836379991791,0.8443890328238294,0.7658457285892035,49.33190228216719,36.95060024500412,1.3350771558531602,0.145288501452885,0.16604400166044,0.0311332503113325,0.0,0.0,0.8306983392647493,0.7876101807289918,0.958552408412483
20253.0,1.0,VARIANTEffectiveEchoSpacingRepetitionTimeTotalReadoutTime,1.0,1.27201728475,0.7514232025316457,0.8452520715294438,0.8123597890863675,0.9684953405856436,0.7883524320995764,0.7882513379822896,0.838797252728443,0.7775354795376627,0.6449139910007947,72.82442167519578,53.754172181045575,1.3547678016493503,0.1061059129931513,0.1061059129931513,0.0,0.0,0.0,0.851900738686256,0.8149563150299227,0.9728714382632292
20253.0,2.0,n/a,1.0,0.8483530267999999,0.4794083417721518,0.7876890631693413,0.7461255603917726,0.9577306783124324,0.8077109244857853,0.8060657539049682,0.8266059444054124,0.772292533999302,0.6343681566081341,68.28361208760109,65.05835712651833,1.0495747987427757,0.0,0.0,0.0,0.0,0.0,0.7936088166067984,0.7407050088044232,0.942876526458616
